"Symbole"	"Titre"	"Sous-catégorie"	"Type"	"Acheteur"	"Vendeur"	"Devise prix"	"Région"	"Non rachetable"	"Montant subséquent"	"Montant initial"	"Intérêt"	"Instrument financier"	"Fréquence"	"Échéance"	"Dividende"	"Date de dividende"	"Bourse"	"RM (%)"	"Rend. éché. - Marché (%)"	"Description"
""	"B68197"	"Coupons détachés"	"2601385"	"61,902"	"61,902"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2020/08/15"	"0,000"	""	""	"n/d"	"4,649516"	"HYD QUE -SER HM- 15AG20"
""	"B68047"	"Obligations provinciales"	"2601385"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,421"	"Obligation"	"4"	"2006/11/01"	"0,000"	""	""	"4,42"	"0,000000"	"HYD QUE T/V 1NV06Q"
""	"B68236"	"Coupons détachés"	"2601385"	"99,595"	"99,595"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2010/08/16"	"0,000"	""	""	"n/d"	"0,731163"	"HYD QUEBEC 0% 16AU10"
""	"B67948"	"Obligations provinciales"	"2601385"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"6,000"	"Obligation"	"2"	"2009/07/15"	"0,000"	""	""	"6,00"	"0,000000"	"HYD QUEBEC 6% 15JL09"
""	"B67945"	"Obligations provinciales"	"2601385"	"114,120"	"114,120"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"10,000"	"Obligation"	"2"	"2011/09/26"	"0,000"	""	""	"8,76"	"1,392782"	"HYD QUEBEC 10% 26SP11"
""	"B68216"	"Obligations provinciales"	"2601385"	"156,874"	"156,874"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"11,000"	"Obligation"	"2"	"2020/08/15"	"0,000"	""	""	"7,01"	"4,255422"	"HYD QUEBEC 11% 15AU20"
""	"B68221"	"Obligations provinciales"	"2601385"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"5,750"	"Obligation"	"2"	"2008/06/02"	"0,000"	""	""	"5,75"	"0,000000"	"HYD QUEBEC 5.75% 02JN08"
""	"B68023"	"Obligations provinciales"	"2601385"	"153,335"	"153,335"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"10,500"	"Obligation"	"2"	"2021/10/15"	"0,000"	""	""	"6,85"	"4,569966"	"HYD QUEBEC HX 10.5%15OC21"
""	"B67947"	"Obligations provinciales"	"2601385"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"7,000"	"Obligation"	"2"	"2007/02/15"	"0,000"	""	""	"7,00"	"0,000000"	"HYD QUEBEC ICS 7% 15FV07S"
""	"T76042"	"Obligations corporatives"	"2606000"	"102,297"	"102,297"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"7,150"	"Obligation"	"2"	"2010/06/03"	"0,000"	""	""	"6,99"	"0,646947"	"HYDRO ONE 7.15% 3JN10"
""	"T76106"	"Obligations (autres)"	"2606000"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"3,950"	"Obligation"	"2"	"2009/02/24"	"0,000"	""	""	"3,95"	"0,000000"	"HYDRO ONE 3.95% 24FV09"
""	"T76093"	"Obligations (autres)"	"2606000"	"109,374"	"109,374"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"5,180"	"Obligation"	"2"	"2017/10/18"	"0,000"	""	""	"4,74"	"3,769549"	"HYDRO ONE 5.18% 18OC17"
""	"T76046"	"Obligations corporatives"	"2606000"	"120,421"	"120,421"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"6,930"	"Obligation"	"2"	"2032/06/01"	"0,000"	""	""	"5,75"	"5,351817"	"HYDRO ONE CB 6.93% 1JN32"
""	"T76069"	"Obligations (autres)"	"2606000"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,000"	"Obligation"	"2"	"2008/06/23"	"0,000"	""	""	"4,00"	"0,000000"	"HYDRO ONE BMT 4% 23JN08S"
""	"T76245"	"Obligations (autres)"	"2606000"	"100,110"	"100,110"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"5,360"	"Obligation"	"2"	"2036/05/20"	"0,000"	""	""	"5,35"	"5,351577"	"HYDRO ONE BMT 5.36%20MI36"
""	"T76048"	"Obligations corporatives"	"2606000"	"109,914"	"109,914"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"5,770"	"Obligation"	"2"	"2012/11/15"	"0,000"	""	""	"5,25"	"2,108679"	"HYDRO ONE MTN 5.77%15NV12"
""	"B68261"	"Coupons détachés"	"2601385"	"82,970"	"82,970"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2015/02/15"	"0,000"	""	""	"n/d"	"3,760322"	"HYDRO QUE 0% 15FV15"
""	"B68285"	"Obligations provinciales"	"2601385"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,457"	"Obligation"	"4"	"2009/10/27"	"0,000"	""	""	"0,46"	"0,000000"	"HYDRO QUE T/V 27OC09Q"
""	"B68185"	"Obligations provinciales"	"2601385"	"100,000"	"100,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"5,500"	"Obligation"	"12"	"2008/02/02"	"0,000"	""	""	"5,50"	"0,000000"	"HYDRO QUE BMT 5.5%2FV08M"
""	"B68217"	"Obligations provinciales"	"2601385"	"147,718"	"147,718"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"9,625"	"Obligation"	"2"	"2022/07/15"	"0,000"	""	""	"6,52"	"4,564602"	"HYDRO QUE GLB9.625%15JL22"
""	"B68228"	"Obligations provinciales"	"2601385"	"114,979"	"114,979"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"6,000"	"Obligation"	"2"	"2031/08/15"	"0,000"	""	""	"5,22"	"4,869777"	"HYDRO QUE S-JG 6% 15AG31"
""	"B68253"	"Obligations provinciales"	"2621385"	"69,352"	"69,352"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Obligation"	"0"	"2018/08/15"	"0,000"	""	""	"n/d"	"4,322934"	"HYDRO QUEBEC 0% 15AU18"
""	"B68282"	"Obligations provinciales"	"2601381"	"111,722"	"111,722"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"5,500"	"Obligation"	"2"	"2018/08/15"	"0,000"	""	""	"4,92"	"3,876888"	"HYDRO QUEBEC 5.5% 15AU18S"
"HYG"	"332998"	"Actions ordinaires"	"330"	"0,520"	"0,540"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""	"HYDROGENICS CORP *"
"HYC"	"333189"	"Actions ordinaires"	"315"	"3,500"	"3,520"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NYS"	"n/d"	""	"HYPERCOM CORP"
""	"836135"	"Autres titres"	"330"	"5,500"	"5,500"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Autre"	"1"	""	"0,000"	""	"T"	"0,00"	""	"I/R-BIOCAPITAL INV LP-2ND"
""	"836151"	"Autres titres"	"330"	"16,376"	"16,376"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Autre"	"1"	""	"0,125"	""	""	"0,76"	""	"I/R-CAMECO CORP"
""	"835984"	"Autres titres"	"330"	"40,950"	"40,950"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Autre"	"0"	""	"0,590"	""	""	"n/d"	""	"I/R-CDN NTL RAILWAY 1ST"
""	"836157"	"Autres titres"	"330"	"60,000"	"60,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Autre"	"0"	""	"0,000"	""	""	"n/d"	""	"I/R-CMP 2000 RES LPU"
""	"836160"	"Autres titres"	"3308002"	"1 000,000"	"1 000,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Autre"	"0"	""	"0,000"	""	""	"n/d"	""	"I/R-CMP 2005 RES LPU"
""	"836147"	"Autres titres"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Autre"	"12"	""	"0,083"	""	""	"n/d"	""	"I/R-COMINAR R/E INVT T/U"
"HYBIR"	"836122"	"Autres titres"	"330"	"6,500"	"6,500"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Autre"	"4"	""	"0,370"	""	""	"0,00"	""	"I/R-DDJ CDN HIGH YLD T/U"
""	"836134"	"Autres titres"	"330"	"9,625"	"9,625"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Autre"	"0"	""	"0,400"	""	""	"n/d"	""	"I/R-FALCONBRDG 1ST"
""	"836129"	"Autres titres"	"330"	"10,000"	"10,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Autre"	"0"	""	"0,000"	""	""	"n/d"	""	"I/R-KENSINGTON GLB PRI EQ"
""	"836280"	"Autres titres"	"330"	"8,150"	"8,150"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Autre"	"4"	""	"0,070"	""	""	"3,44"	""	"I/R-LAIDLAW INC"
"LBIR"	"836283"	"Autres titres"	"330"	"15,650"	"15,650"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Autre"	"4"	""	"0,230"	""	""	"0,00"	""	"I/R-LAURENTIAN BK CDA"
"LGYIR"	"836285"	"Autres titres"	"330"	"1,700"	"1,700"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Autre"	"4"	""	"0,200"	""	""	"0,00"	""	"I/R-LEGACY HOTELS R-E T/U"
""	"835964"	"Autres titres"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Autre"	"4"	""	"0,269"	""	""	"n/d"	""	"I/R-LUSCAR COAL T/U"
""	"836172"	"Autres titres"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Autre"	"4"	""	"0,000"	""	""	"n/d"	""	"I/R-MACKENZIE IN PR-A-T/U"
""	"836384"	"Autres titres"	"330"	"3,600"	"3,600"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Autre"	"0"	""	"0,000"	""	""	"n/d"	""	"I/R-NCE ENGY TRT COMB T/U"
"PIFIR"	"836183"	"Autres titres"	"330"	"3,200"	"3,200"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Autre"	"12"	""	"0,080"	""	""	"0,00"	""	"I/R-PEMBINA PPLN INCM T/U"
""	"836175"	"Autres titres"	"330"	"9,050"	"9,050"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Autre"	"0"	""	"0,200"	""	""	"n/d"	""	"I/R-PETRO CDA 1ST"
""	"836181"	"Autres titres"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Autre"	"4"	""	"0,348"	""	""	"n/d"	""	"I/R-PRIMEWEST ENG-1ST T/U"
""	"836412"	"Autres titres"	"330"	"5,250"	"5,250"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Autre"	"4"	""	"0,270"	""	""	"0,00"	""	"I/R-SUPERIOR PROPN T/U"
"TBWIR"	"836128"	"Autres titres"	"330"	"1,700"	"1,700"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Autre"	"4"	""	"0,272"	""	""	"0,00"	""	"I/R-TIMBERWEST TIMBER T/U"
"TRHIR"	"836110"	"Autres titres"	"330"	"6,350"	"6,350"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Autre"	"4"	""	"0,200"	""	""	"0,00"	""	"I/R-TRIAX DIVERSIFD T/U"
""	"836404"	"Autres titres"	"330"	"4,200"	"4,400"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Autre"	"4"	""	"0,210"	""	""	"19,97"	""	"I/R-WESTSHORE TERMINL T/U"
"YLO.IR"	"836139"	"Fiducies de redevances"	"3308001"	"9,830"	"9,880"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,080"	"2005/05/27"	"T"	"0,00"	""	"I/R-YELLOW PAGES INCM T/*"
"HITIR"	"836420"	"Autres titres"	"330"	"1,500"	"1,500"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Autre"	"12"	""	"0,160"	""	""	"0,00"	""	"I/R-YIELD MGMT GP H-Y T/U"
"CCM1300"	"981665"	"Fonds de dividendes"	"3807725"	"21,604"	"21,604"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"4"	""	"0,150"	"2009/12/15"	""	"2,78"	""	"IA CLAR ACT CD CON/N"
"CCM401"	"993295"	"Fonds d'actions canadiennes"	"3807155"	"15,811"	"15,811"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,148"	"2009/12/21"	""	"0,94"	""	"IA CLAR EQL CDN S/N"
"CCM702"	"990558"	"Fonds d'obligations canadiennes et fonds à revenu"	"3807700"	"11,875"	"11,875"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"12"	""	"0,017"	"2009/12/30"	""	"1,72"	""	"IA CLAR OBL /N"
"CCM975"	"988852"	"Fonds d'actions canadiennes"	"3807152"	"27,730"	"27,730"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"1"	""	"0,024"	"2009/12/21"	""	"0,09"	""	"IA CLAR P/C CDN/FR/N"
"CCM421"	"993252"	"Fonds de placement équilibré"	"3807720"	"4,989"	"4,989"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"12"	""	"0,032"	"2009/12/30"	""	"7,70"	""	"IA CLAR R/CDN T8/S/N"
"IMG"	"333408"	"Actions ordinaires"	"315"	"14,900"	"14,970"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"1"	""	"0,060"	"2009/12/22"	"TSE"	"0,43"	""	"IAMGOLD CORP"
"ACF.UN"	"333395"	"Fiducies de redevances"	"3308001"	"5,760"	"5,930"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,110"	"2009/09/28"	"TSE"	"7,43"	""	"IAT AIR CARGO FC INCM T/*"
""	"V08661"	"Obligations corporatives"	"2602240"	"106,423"	"106,423"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"5,714"	"Obligation"	"2"	"2053/12/31"	"0,000"	""	""	"5,37"	"5,333512"	"IATS SR-A RED5.714%31DC53"
"IBT"	"333592"	"Actions ordinaires"	"330"	"0,245"	"0,260"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""	"IBEX TECHNOLOGIES INC"
"IBG.DB"	"V01560"	"Débentures convertibles"	"2756000"	"105,000"	"108,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"7,000"	"Obligation"	"2"	"2014/12/31"	"0,000"	""	"TSE"	"6,54"	"5,364248"	"IBI INCM CV RED 7% 31DC14"
"IBG.UN"	"333407"	"Fiducies de redevances"	"3308001"	"17,150"	"17,220"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"12"	""	"0,133"	"2010/01/27"	"TSE"	"9,29"	""	"IBI INCOME FUND T/U"
""	"A60047"	"Obligations (autres)"	"2601399"	"100,000"	"100,000"	"USD"	"US"	"Non"	"n/d"	"n/d"	"6,300"	"Obligation"	"2"	"2005/12/08"	"0,000"	""	""	"6,30"	"0,000000"	"IBRD SU C00 6.3% 8DC05"
""	"A60316"	"Billets Indexés"	"2601399"	"97,110"	"98,110"	"CAD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	"2014/05/09"	"0,000"	""	""	"n/d"	""	"IBRD BSK IND C10 C$ 9MI14"
""	"A60014"	"Obligations (autres)"	"2601399"	"0,000"	"100,000"	"CAD"	"US"	"Non"	"n/d"	"n/d"	"5,000"	"Obligation"	"2"	"2014/01/31"	"0,000"	""	""	"5,00"	"4,999728"	"IBRD CB-03 S/U 5%31JA14"
"IAPLY"	"333915"	"Actions ordinaires"	"3308000"	"0,000"	"0,000"	"USD"	"GB"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,134"	"2009/01/21"	"NAS"	"n/d"	""	"ICAP PLC SPN ADR"
"IBN"	"333927"	"Actions ordinaires"	"3158000"	"36,880"	"36,900"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"1"	""	"0,459"	"2009/06/10"	"NYS"	"1,24"	""	"ICICI BANK LTD - SPON ADR"
""	"333601"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	"2000/05/08"	""	"n/d"	""	"ICON ENERGY LTD *"
"INLRF"	"333890"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""	"ICON LASER EYE CENTRE INC"
"ICTG"	"333595"	"Actions ordinaires"	"330"	"15,840"	"15,870"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""	"ICT GROUP INC"
"ICUI"	"333471"	"Actions ordinaires"	"315"	"35,760"	"35,840"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""	"ICU MED INC"
"IFSL"	"336621"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""	"IDEAL FINANCIAL SOLUTIONS"
"IAR"	"334374"	"Actions ordinaires"	"315"	"0,000"	"0,000"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,343"	"2008/02/19"	"NYS"	"0,00"	""	"IDEARC INC"
""	"333699"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""	"IDS INTEL DETECTION SYS"
"IDT.C"	"333645"	"Actions ordinaires"	"330"	"0,370"	"0,440"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,125"	"2007/07/19"	"NYS"	"0,00"	""	"IDT CORPORATION *"
"IDT"	"333648"	"Actions ordinaires"	"330"	"0,330"	"0,350"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,125"	"2007/07/19"	"NYS"	"0,00"	""	"IDT CORPORATION CL-B *"
"BIN"	"334297"	"Actions ordinaires"	"315"	"17,200"	"17,320"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,125"	"2009/12/29"	"TSE"	"2,90"	""	"IESI-BFC LTD"
""	"V16632"	"Obligations corporatives"	"2606000"	"106,450"	"106,450"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"6,650"	"Obligation"	"2"	"2027/12/13"	"0,000"	""	""	"6,25"	"6,053749"	"IGM FIN 6.65% 13DC27"
""	"V16639"	"Obligations corporatives"	"2606000"	"106,427"	"106,427"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"6,750"	"Obligation"	"2"	"2011/05/09"	"0,000"	""	""	"6,34"	"1,679533"	"IGM FIN 6.75% 9MY11"
"IGM"	"353628"	"Actions ordinaires"	"315"	"42,100"	"42,230"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,513"	"2009/12/22"	"TSE"	"4,87"	""	"IGM FINANCIAL INC"
"IGM.PR.A"	"353874"	"Actions privilégiées rachetables"	"310"	"25,980"	"26,040"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,359"	"2009/12/23"	"TSE"	"5,53"	""	"IGM FINL 5.75% 1ST PFD-A"
"IGM.PR.B"	"353876"	"Actions privilégiées"	"310"	"24,760"	"24,840"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,000"	""	"TSE"	"0,00"	""	"IGM FINL 5.9% 1ST-B PFD"
""	"V17221"	"Obligations (autres)"	"2606000"	"118,254"	"118,254"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"7,350"	"Obligation"	"2"	"2019/04/08"	"0,000"	""	""	"6,22"	"4,863971"	"IGM FINL INC 7.35% 8AV19"
"IHP"	"333498"	"Actions ordinaires"	"315"	"46,810"	"46,900"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,250"	"2008/04/29"	"NYS"	"0,00"	""	"IHOP CORP *"
"IKN"	"333701"	"Actions ordinaires"	"330"	"17,220"	"17,250"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,040"	"2008/08/21"	"NYS"	"0,00"	""	"IKON OFFICE SOLUTIONS IN*"
""	"Q28997"	"Obligations municipales & para-gouvernementales"	"2601411"	"101,533"	"101,533"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"4,100"	"Obligation"	"2"	"2010/12/20"	"0,000"	""	""	"4,04"	"2,368316"	"ILES MADEL BM 4.1% 20DC10"
"ITW"	"333773"	"Actions ordinaires"	"315"	"45,410"	"45,420"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,310"	"2009/12/29"	"NYS"	"2,73"	""	"ILLINOIS TOOL WORKS"
"IMR"	"333743"	"Actions ordinaires"	"330"	"0,350"	"0,360"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""	"IMA EXPLORATION INC *"
""	"333811"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""	"IMAGE POWER INC"
"IMT"	"334032"	"Actions ordinaires"	"330"	"1,810"	"1,850"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	"2003/04/29"	"T"	"n/d"	""	"IMAGICTV INC *"
""	"333824"	"Actions ordinaires"	"330"	"0,265"	"0,265"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""	"IMAGING TECHNOLOGIES CRP*"
""	"333842"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""	"IMARK CORPORATION *"
""	"336958"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,200"	""	""	"n/d"	""	"IMASCO LTD *"
"IMX"	"333828"	"Actions ordinaires"	"315"	"13,940"	"14,190"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""	"IMAX CORP"
"IGL"	"333560"	"Actions ordinaires"	"315"	"14,990"	"15,010"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,020"	"2003/09/11"	"NY"	"0,00"	""	"IMC GLOBAL INC *"
""	"333863"	"Actions ordinaires"	"330"	"2,600"	"2,800"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""	"IMMEDIA INFOMATIC CORP *"
"IMGN"	"333978"	"Actions ordinaires"	"315"	"7,130"	"7,140"	"USD"	"US"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"NAS"	"n/d"	""	"IMMUNOGEN INC"
""	"334270"	"Actions privilégiées"	"310"	"25,000"	"25,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"2,125"	""	""	"n/d"	""	"IMP LIFE ASS CO CL-2 PR1*"
"IMPUY"	"334150"	"Actions ordinaires"	"3308000"	"0,000"	"0,000"	"USD"	"ZZ"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,266"	"2009/09/16"	"NAS"	"n/d"	""	"IMPALA PLATNM HLD ADR"
"IGP.PR.A"	"334586"	"Actions privilégiées"	"310"	"0,005"	"0,020"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSX"	"n/d"	""	"IMPERIAL GINSENG CNV PF-A"
"III"	"336308"	"Actions ordinaires"	"330"	"15,900"	"16,150"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"TSE"	"n/d"	""	"IMPERIAL METALS CORP"
""	"336306"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	""	"n/d"	""	"IMPERIAL METALS CORP *"
""	"845246"	"Autres titres"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Autre"	"0"	""	"0,000"	""	""	"n/d"	""	"IMPERIAL OIL LTD CL A"
"ITY"	"333422"	"Actions ordinaires"	"3308000"	"0,000"	"0,000"	"USD"	"GB"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"2"	""	"1,735"	"2010/01/20"	"NYS"	"5,37"	""	"IMPERIAL TOBACCO PLC ADR"
"IRG.DB"	"V01953"	"Débentures convertibles"	"2756000"	"99,500"	"101,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"7,750"	"Obligation"	"2"	"2011/12/31"	"0,000"	""	"TSE"	"7,75"	"7,745050"	"IMVESCOR EX CV7.75%31DC11"
"ISN"	"337445"	"Actions ordinaires"	"330"	"0,090"	"0,120"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	"2003/05/23"	"V"	"n/d"	""	"IN.SYNC INDUSTRIES INC *"
"INA27150"	"971032"	"Fonds d'investissement"	"3807030"	"17,118"	"17,118"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Fonds d'investissement"	"0"	""	"0,000"	""	""	"n/d"	""	"INA ACT CDN-DYN /S/N"
"BIZ.H"	"337454"	"Actions ordinaires"	"330"	"0,120"	"0,150"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"0"	""	"0,000"	""	"V"	"n/d"	""	"INBUSINESS SOLUTIONS INC"
"N"	"337430"	"Actions ordinaires"	"330"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"0,000"	"Action"	"4"	""	"0,125"	"2006/08/11"	"TSE"	"n/d"	""	"INCO LIMITEE *"
""	"V01406"	"Obligations (autres)"	"2756000"	"0,000"	"0,000"	"CAD"	"CA"	"Non"	"n/d"	"n/d"	"7,750"	"Obligation"	"2"	"2016/03/15"	"0,000"	""	""	"n/d"	"n/d"	"INCO LTD U CV7.75%15MR16*"
