Symbol	Security	Subcategory	Type	Bid	Ask	Cur. Price	yo	Saxo	locomotive	Livre A	coucou	cheval A	CHECKBOX	Subsequent Amount	Risk Rating Source	Risk Rating	Region	Non-redeemable	Maturity	Market	Manual overwrite	Last Rating Change	Interest	Initial Amount	Frequency	Financial Instrument	Dividend Date	Dividend	MY (%)	YTM - Market (%)	Exclude from Billing	Description
	M61766	Strip Bonds	2631365	76.145	76.145	CAD								n/a	Fallback by Subcategory	2	CA	No	03/08/2017		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.904635	No	INT-ONTARIO PROV 8MAR17
	M61768	Strip Bonds	2631365	71.716	71.716	CAD								n/a	Fallback by Subcategory	2	CA	No	03/08/2018		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.181853	No	INT-ONTARIO PROV 8MAR18
	M61772	Strip Bonds	2631365	63.321	63.321	CAD								n/a	Fallback by Subcategory	2	CA	No	03/08/2020		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.621144	No	INT-ONTARIO PROV 8MAR20
	M61774	Strip Bonds	2631365	59.115	59.115	CAD								n/a	Fallback by Subcategory	2	CA	No	03/08/2021		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.843109	No	INT-ONTARIO PROV 8MAR21
	M61776	Strip Bonds	2631365	55.513	55.513	CAD								n/a	Fallback by Subcategory	2	CA	No	03/08/2022		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.97796	No	INT-ONTARIO PROV 8MAR22
	M61778	Strip Bonds	2631365	52.206	52.206	CAD								n/a	Fallback by Subcategory	2	CA	No	03/08/2023		No	01/25/2010	0	n/a	0	Bond		0	n/a	5.080783	No	INT-ONTARIO PROV 8MAR23
	M61755	Strip Bonds	2631365	97.992	97.992	CAD								n/a	Fallback by Subcategory	2	CA	No	09/08/2011		No	01/25/2010	0	n/a	0	Bond		0	n/a	1.260635	No	INT-ONTARIO PROV 8SEP11
	M61757	Strip Bonds	2631365	94.916	94.916	CAD								n/a	Fallback by Subcategory	2	CA	No	09/08/2012		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.012123	No	INT-ONTARIO PROV 8SEP12
	M61761	Strip Bonds	2631365	87.103	87.103	CAD								n/a	Fallback by Subcategory	2	CA	No	09/08/2014		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.034378	No	INT-ONTARIO PROV 8SEP14
	M61763	Strip Bonds	2631365	83.197	83.197	CAD								n/a	Fallback by Subcategory	2	CA	No	09/08/2015		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.327946	No	INT-ONTARIO PROV 8SEP15
	M61765	Strip Bonds	2631365	78.454	78.454	CAD								n/a	Fallback by Subcategory	2	CA	No	09/08/2016		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.734005	No	INT-ONTARIO PROV 8SEP16
	M61767	Strip Bonds	2631365	73.842	73.842	CAD								n/a	Fallback by Subcategory	2	CA	No	09/08/2017		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.060253	No	INT-ONTARIO PROV 8SEP17
	M61769	Strip Bonds	2631365	69.42	69.42	CAD								n/a	Fallback by Subcategory	2	CA	No	09/08/2018		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.325629	No	INT-ONTARIO PROV 8SEP18
	M61771	Strip Bonds	2631365	65.229	65.229	CAD								n/a	Fallback by Subcategory	2	CA	No	09/08/2019		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.54194	No	INT-ONTARIO PROV 8SEP19
	M61773	Strip Bonds	2631365	60.974	60.974	CAD								n/a	Fallback by Subcategory	2	CA	No	09/08/2020		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.768991	No	INT-ONTARIO PROV 8SEP20
	M61775	Strip Bonds	2631365	57.276	57.276	CAD								n/a	Fallback by Subcategory	2	CA	No	09/08/2021		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.913164	No	INT-ONTARIO PROV 8SEP21
	M62179	Strip Bonds	2631365	99.75	99.75	CAD								n/a	Fallback by Subcategory	2	CA	No	07/10/2010		No	01/25/2010	0	n/a	0	Bond		0	n/a	0.551076	No	INT-ONTARIO PROV 10JUL10
	M63624	Strip Bonds	2631371	99.929	99.929	CAD								n/a	Fallback by Subcategory	2	CA	No	03/14/2010		No	01/25/2010	0	n/a	0	Bond		0	n/a	0.540279	No	INT-P.E.I. PROV 14MR10
	M63625	Strip Bonds	2631371	99.544	99.544	CAD								n/a	Fallback by Subcategory	2	CA	No	09/14/2010		No	01/25/2010	0	n/a	0	Bond		0	n/a	0.7207	No	INT-P.E.I. PROV 14SP10
	M63700	Strip Bonds	2631371	96.322	96.322	CAD								n/a	Fallback by Subcategory	2	CA	No	03/18/2012		No	01/25/2010	0	n/a	0	Bond		0	n/a	1.764466	No	INT-P.E.I. PROV 18MR12
	M65056	Strip Bonds	2631371	99.527	99.527	CAD								n/a	Fallback by Subcategory	2	CA	No	09/19/2010		No	01/25/2010	0	n/a	0	Bond		0	n/a	0.731922	No	INT-P.E.I. PROV 19SP10
	M02649	Strip Bonds	2631371	99.672	99.672	CAD								n/a	Fallback by Subcategory	2	CA	No	08/21/2010		No	01/25/2010	0	n/a	0	Bond		0	n/a	0.577471	No	INT-P.E.I. PROV 21AG10
	M02651	Strip Bonds	2631371	98.042	98.042	CAD								n/a	Fallback by Subcategory	2	CA	No	08/21/2011		No	01/25/2010	0	n/a	0	Bond		0	n/a	1.267581	No	INT-P.E.I. PROV 21AG11
	M02659	Strip Bonds	2631371	82.833	82.833	CAD								n/a	Fallback by Subcategory	2	CA	No	08/21/2015		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.439299	No	INT-P.E.I. PROV 21AG15
	M02674	Strip Bonds	2631371	53.948	53.948	CAD								n/a	Fallback by Subcategory	2	CA	No	08/21/2022		No	01/25/2010	0	n/a	0	Bond		0	n/a	5.032281	No	INT-P.E.I. PROV 21AG22
	M02650	Strip Bonds	2631371	98.933	98.933	CAD								n/a	Fallback by Subcategory	2	CA	No	02/21/2011		No	01/25/2010	0	n/a	0	Bond		0	n/a	1.003851	No	INT-P.E.I. PROV 21FB11
	M02685	Strip Bonds	2631371	46.143	46.143	CAD								n/a	Fallback by Subcategory	2	CA	No	02/21/2025		No	01/25/2010	0	n/a	0	Bond		0	n/a	5.264772	No	INT-P.E.I. PROV 21FB25
	M63710	Strip Bonds	2631371	68.267	68.267	CAD								n/a	Fallback by Subcategory	2	CA	No	01/29/2019		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.327456	No	INT-P.E.I. PROV 29JA19
	M92972	Strip Bonds	2631341	92.287	92.287	CAD								n/a	Fallback by Subcategory	2	CA	No	04/17/2013		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.520399	No	INT-PROV NFLD 17APR13
	M89847	Strip Bonds	2631315	88.216	88.216	CAD								n/a	Fallback by Subcategory	2	CA	No	04/03/2014		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.040353	No	INT-PROV OF BC 3AP14
	M89848	Strip Bonds	2631315	86.952	86.952	CAD								n/a	Fallback by Subcategory	2	CA	No	10/03/2014		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.027513	No	INT-PROV OF BC 3OC14
	M89850	Strip Bonds	2631315	82.89	82.89	CAD								n/a	Fallback by Subcategory	2	CA	No	10/03/2015		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.354374	No	INT-PROV OF BC 3OC15
	M89043	Strip Bonds	2631315	99.953	99.953	CAD								n/a	Fallback by Subcategory	2	CA	No	03/05/2010		No	01/25/2010	0	n/a	0	Bond		0	n/a	0.440079	No	INT-PROV OF BC 5MR10
	M89045	Strip Bonds	2631315	98.975	98.975	CAD								n/a	Fallback by Subcategory	2	CA	No	03/05/2011		No	01/25/2010	0	n/a	0	Bond		0	n/a	0.935176	No	INT-PROV OF BC 5MR11
	M89049	Strip Bonds	2631315	93.061	93.061	CAD								n/a	Fallback by Subcategory	2	CA	No	03/05/2013		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.341722	No	INT-PROV OF BC 5MR13
	M89051	Strip Bonds	2631315	89.283	89.283	CAD								n/a	Fallback by Subcategory	2	CA	No	03/05/2014		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.798692	No	INT-PROV OF BC 5MR14
	M89055	Strip Bonds	2631315	80.904	80.904	CAD								n/a	Fallback by Subcategory	2	CA	No	03/05/2016		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.530894	No	INT-PROV OF BC 5MR16
	M89057	Strip Bonds	2631315	76.182	76.182	CAD								n/a	Fallback by Subcategory	2	CA	No	03/05/2017		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.902136	No	INT-PROV OF BC 5MR17
	M89059	Strip Bonds	2631315	71.749	71.749	CAD								n/a	Fallback by Subcategory	2	CA	No	03/05/2018		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.180269	No	INT-PROV OF BC 5MR18
	M89061	Strip Bonds	2631315	67.521	67.521	CAD								n/a	Fallback by Subcategory	2	CA	No	03/05/2019		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.406824	No	INT-PROV OF BC 5MR19
	M89044	Strip Bonds	2631315	99.614	99.614	CAD								n/a	Fallback by Subcategory	2	CA	No	09/05/2010		No	01/25/2010	0	n/a	0	Bond		0	n/a	0.634242	No	INT-PROV OF BC 5SP10
	M89046	Strip Bonds	2631315	98.011	98.011	CAD								n/a	Fallback by Subcategory	2	CA	No	09/05/2011		No	01/25/2010	0	n/a	0	Bond		0	n/a	1.254921	No	INT-PROV OF BC 5SP11
	M89050	Strip Bonds	2631315	91.19	91.19	CAD								n/a	Fallback by Subcategory	2	CA	No	09/05/2013		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.586924	No	INT-PROV OF BC 5SP13
	M89052	Strip Bonds	2631315	87.254	87.254	CAD								n/a	Fallback by Subcategory	2	CA	No	09/05/2014		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.00117	No	INT-PROV OF BC 5SP14
	M89054	Strip Bonds	2631315	83.233	83.233	CAD								n/a	Fallback by Subcategory	2	CA	No	09/05/2015		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.324935	No	INT-PROV OF BC 5SP15
	M89056	Strip Bonds	2631315	78.492	78.492	CAD								n/a	Fallback by Subcategory	2	CA	No	09/05/2016		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.731135	No	INT-PROV OF BC 5SP16
	M89058	Strip Bonds	2631315	73.88	73.88	CAD								n/a	Fallback by Subcategory	2	CA	No	09/05/2017		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.057691	No	INT-PROV OF BC 5SP17
	M89060	Strip Bonds	2631315	69.632	69.632	CAD								n/a	Fallback by Subcategory	2	CA	No	09/05/2018		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.292908	No	INT-PROV OF BC 5SP18
	M89064	Strip Bonds	2631315	61.323	61.323	CAD								n/a	Fallback by Subcategory	2	CA	No	09/05/2020		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.716432	No	INT-PROV OF BC 5SP20
	M89621	Strip Bonds	2631315	97.36	97.36	CAD								n/a	Fallback by Subcategory	2	CA	No	12/09/2011		No	01/25/2010	0	n/a	0	Bond		0	n/a	1.440062	No	INT-PROV OF BC 9DC11
	M89644	Strip Bonds	2631315	90.268	90.268	CAD								n/a	Fallback by Subcategory	2	CA	No	12/09/2013		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.680106	No	INT-PROV OF BC 9DC13
	M89646	Strip Bonds	2631315	86.236	86.236	CAD								n/a	Fallback by Subcategory	2	CA	No	12/09/2014		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.086616	No	INT-PROV OF BC 9DC14
	M89643	Strip Bonds	2631315	68.767	68.767	CAD								n/a	Fallback by Subcategory	2	CA	No	12/09/2018		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.311251	No	INT-PROV OF BC 9DC18
	M89237	Strip Bonds	2631315	99.755	99.755	CAD								n/a	Fallback by Subcategory	2	CA	No	07/09/2010		No	01/25/2010	0	n/a	0	Bond		0	n/a	0.543301	No	INT-PROV OF BC 9JL10
	M89239	Strip Bonds	2631315	98.353	98.353	CAD								n/a	Fallback by Subcategory	2	CA	No	07/09/2011		No	01/25/2010	0	n/a	0	Bond		0	n/a	1.150264	No	INT-PROV OF BC 9JL11
	M89618	Strip Bonds	2631315	99.814	99.814	CAD								n/a	Fallback by Subcategory	2	CA	No	06/09/2010		No	01/25/2010	0	n/a	0	Bond		0	n/a	0.503826	No	INT-PROV OF BC 9JN10
	M89624	Bonds (other)	2631315	91.99	91.99	CAD								n/a	Fallback by Subcategory	3	CA	No	06/09/2013		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.492211	No	INT-PROV OF BC 9JN13
	M89645	Strip Bonds	2631315	88.158	88.158	CAD								n/a	Fallback by Subcategory	2	CA	No	06/09/2014		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.926289	No	INT-PROV OF BC 9JN14
	M88990	Strip Bonds	2631315	84.265	84.265	CAD								n/a	Fallback by Subcategory	2	CA	No	06/09/2015		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.239599	No	INT-PROV OF BC 9JN15
	M89067	Strip Bonds	2631315	58.311	58.311	CAD								n/a	Fallback by Subcategory	2	CA	No	06/09/2021		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.858265	No	INT-PROV OF BC 9JN21
	M03834	Strip Bonds	2631315	99.289	99.289	CAD								n/a	Fallback by Subcategory	2	CA	No	12/18/2010		No	01/25/2010	0	n/a	0	Bond		0	n/a	0.799307	No	INT-PROV OF BC 18DC10
	M03836	Strip Bonds	2631315	97.289	97.289	CAD								n/a	Fallback by Subcategory	2	CA	No	12/18/2011		No	01/25/2010	0	n/a	0	Bond		0	n/a	1.460234	No	INT-PROV OF BC 18DC11
	M03838	Strip Bonds	2631315	93.888	93.888	CAD								n/a	Fallback by Subcategory	2	CA	No	12/18/2012		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.201719	No	INT-PROV OF BC 18DC12
	M03842	Strip Bonds	2631315	86.141	86.141	CAD								n/a	Fallback by Subcategory	2	CA	No	12/18/2014		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.094042	No	INT-PROV OF BC 18DC14
	M03852	Strip Bonds	2631315	68.371	68.371	CAD								n/a	Fallback by Subcategory	2	CA	No	12/18/2018		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.366781	No	INT-PROV OF BC 18DC18
	M03863	Strip Bonds	2631315	48.399	48.399	CAD								n/a	Fallback by Subcategory	2	CA	No	06/18/2024		No	01/25/2010	0	n/a	0	Bond		0	n/a	5.170683	No	INT-PROV OF BC 18JN24
	M89706	Strip Bonds	2631315	89.448	89.448	CAD								n/a	Fallback by Subcategory	2	CA	No	02/19/2014		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.778793	No	INT-PROV OF BC 19FB14
	M89486	Strip Bonds	2631315	88.392	88.392	CAD								n/a	Fallback by Subcategory	2	CA	No	05/19/2014		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.90263	No	INT-PROV OF BC 19MY14
	M89490	Strip Bonds	2631315	79.876	79.876	CAD								n/a	Fallback by Subcategory	2	CA	No	05/19/2016		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.62373	No	INT-PROV OF BC 19MY16
	M89492	Strip Bonds	2631315	75.231	75.231	CAD								n/a	Fallback by Subcategory	2	CA	No	05/19/2017		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.968887	No	INT-PROV OF BC 19MY17
	M89494	Strip Bonds	2631315	70.929	70.929	CAD								n/a	Fallback by Subcategory	2	CA	No	05/19/2018		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.218873	No	INT-PROV OF BC 19MY18
	M89481	Strip Bonds	2631315	97.509	97.509	CAD								n/a	Fallback by Subcategory	2	CA	No	11/19/2011		No	01/25/2010	0	n/a	0	Bond		0	n/a	1.398422	No	INT-PROV OF BC 19NV11
	M89483	Strip Bonds	2631315	94.191	94.191	CAD								n/a	Fallback by Subcategory	2	CA	No	11/19/2012		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.147602	No	INT-PROV OF BC 19NV12
	M89487	Strip Bonds	2631315	86.453	86.453	CAD								n/a	Fallback by Subcategory	2	CA	No	11/19/2014		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.068479	No	INT-PROV OF BC 19NV14
	M89499	Strip Bonds	2631315	60.501	60.501	CAD								n/a	Fallback by Subcategory	2	CA	No	11/19/2020		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.75541	No	INT-PROV OF BC 19NV20
	M91236	Strip Bonds	2631315	99.651	99.651	CAD								n/a	Fallback by Subcategory	2	CA	No	08/23/2010		No	01/25/2010	0	n/a	0	Bond		0	n/a	0.60872	No	INT-PROV OF BC 23AG10
	M91238	Strip Bonds	2631315	98.084	98.084	CAD								n/a	Fallback by Subcategory	2	CA	No	08/23/2011		No	01/25/2010	0	n/a	0	Bond		0	n/a	1.235618	No	INT-PROV OF BC 23AG11
	M91240	Strip Bonds	2631315	95.057	95.057	CAD								n/a	Fallback by Subcategory	2	CA	No	08/23/2012		No	01/25/2010	0	n/a	0	Bond		0	n/a	1.987918	No	INT-PROV OF BC 23AG12
	M91235	Strip Bonds	2631315	99.966	99.966	CAD								n/a	Fallback by Subcategory	2	CA	No	02/23/2010		No	01/25/2010	0	n/a	0	Bond		0	n/a	0.428077	No	INT-PROV OF BC 23FB10
	M91237	Strip Bonds	2631315	99.019	99.019	CAD								n/a	Fallback by Subcategory	2	CA	No	02/23/2011		No	01/25/2010	0	n/a	0	Bond		0	n/a	0.917465	No	INT-PROV OF BC 23FB11
	M91241	Strip Bonds	2631315	93.174	93.174	CAD								n/a	Fallback by Subcategory	2	CA	No	02/23/2013		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.32247	No	INT-PROV OF BC 23FB13
	M89800	Strip Bonds	2631315	63.476	63.476	CAD								n/a	Fallback by Subcategory	2	CA	No	02/23/2020		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.612469	No	INT-PROV OF BC 23FB20
	M89728	Strip Bonds	2631315	95.096	95.096	CAD								n/a	Fallback by Subcategory	2	CA	No	08/19/2012		No	01/25/2010	0	n/a	0	Bond		0	n/a	1.980184	No	INT-PROV OF BC 19AUG12
	M89729	Strip Bonds	2631315	91.333	91.333	CAD								n/a	Fallback by Subcategory	2	CA	No	08/19/2013		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.576063	No	INT-PROV OF BC 19AUG13
	M89732	Strip Bonds	2631315	57.639	57.639	CAD								n/a	Fallback by Subcategory	2	CA	No	08/19/2021		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.879697	No	INT-PROV OF BC 19AUG21
	M89731	Strip Bonds	2631315	60.957	60.957	CAD								n/a	Fallback by Subcategory	2	CA	No	02/19/2021		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.573676	No	INT-PROV OF BC 19FEB21
	M89393	Strip Bonds	2631315	95.658	95.658	CAD								n/a	Fallback by Subcategory	2	CA	No	06/20/2012		No	01/25/2010	0	n/a	0	Bond		0	n/a	1.86683	No	INT-PROV OF BC 20JUN12
	M89791	Strip Bonds	2631315	83.37	83.37	CAD								n/a	Fallback by Subcategory	2	CA	No	08/23/2015		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.316046	No	INT-PROV OF BC 23AUG15
	M89795	Strip Bonds	2631315	74.023	74.023	CAD								n/a	Fallback by Subcategory	2	CA	No	08/23/2017		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.050589	No	INT-PROV OF BC 23AUG17
	M89788	Strip Bonds	2631315	89.402	89.402	CAD								n/a	Fallback by Subcategory	2	CA	No	02/23/2014		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.784186	No	INT-PROV OF BC 23FEB14
	M89790	Strip Bonds	2631315	85.427	85.427	CAD								n/a	Fallback by Subcategory	2	CA	No	02/23/2015		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.149463	No	INT-PROV OF BC 23FEB15
	M89792	Strip Bonds	2631315	81.049	81.049	CAD								n/a	Fallback by Subcategory	2	CA	No	02/23/2016		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.516591	No	INT-PROV OF BC 23FEB16
	M60054	Strip Bonds	2631321	99.948	99.948	CAD								n/a	Fallback by Subcategory	2	CA	No	03/05/2010		No	01/25/2010	0	n/a	0	Bond		0	n/a	0.48692	No	INT-PROV OF MAN 5MR10
	M60056	Strip Bonds	2631321	98.921	98.921	CAD								n/a	Fallback by Subcategory	2	CA	No	03/05/2011		No	01/25/2010	0	n/a	0	Bond		0	n/a	0.984956	No	INT-PROV OF MAN 5MR11
	M60099	Strip Bonds	2631321	96.541	96.541	CAD								n/a	Fallback by Subcategory	2	CA	No	03/05/2012		No	01/25/2010	0	n/a	0	Bond		0	n/a	1.684892	No	INT-PROV OF MAN 5MR12
	M60103	Strip Bonds	2631321	89.103	89.103	CAD								n/a	Fallback by Subcategory	2	CA	No	03/05/2014		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.84922	No	INT-PROV OF MAN 5MR14
	M60055	Strip Bonds	2631321	99.584	99.584	CAD								n/a	Fallback by Subcategory	2	CA	No	09/05/2010		No	01/25/2010	0	n/a	0	Bond		0	n/a	0.683741	No	INT-PROV OF MAN 5SP10
	M60102	Strip Bonds	2631321	91.029	91.029	CAD								n/a	Fallback by Subcategory	2	CA	No	09/05/2013		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.637139	No	INT-PROV OF MAN 5SP13
	M60104	Strip Bonds	2631321	87.056	87.056	CAD								n/a	Fallback by Subcategory	2	CA	No	09/05/2014		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.051931	No	INT-PROV OF MAN 5SP14
	M59911	Strip Bonds	2631321	99.096	99.096	CAD								n/a	Fallback by Subcategory	2	CA	No	01/22/2011		No	01/25/2010	0	n/a	0	Bond		0	n/a	0.919807	No	INT-PROV OF MAN 22JA11
	M03476	Strip Bonds	2631351	90.084	90.084	CAD								n/a	Fallback by Subcategory	2	CA	No	12/01/2013		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.750022	No	INT-PROV OF NS 1DC13
	M03486	Strip Bonds	2631351	70.331	70.331	CAD								n/a	Fallback by Subcategory	2	CA	No	06/01/2018		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.306237	No	INT-PROV OF NS 1JN18
	M02799	Strip Bonds	2631351	99.951	99.951	CAD								n/a	Fallback by Subcategory	2	CA	No	03/01/2010		No	01/25/2010	0	n/a	0	Bond		0	n/a	0.511251	No	INT-PROV OF NS 1MR10
	M03447	Strip Bonds	2631351	78.543	78.543	CAD								n/a	Fallback by Subcategory	2	CA	No	07/30/2016		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.779969	No	INT-PROV OF NS 30JL16
	M74151	Strip Bonds	2631391	96.48	96.48	CAD								n/a	Fallback by Subcategory	2	CA	No	03/05/2012		No	01/25/2010	0	n/a	0	Bond		0	n/a	1.715402	No	INT-PROV OF SASK 5MR12
	M74153	Strip Bonds	2631391	92.833	92.833	CAD								n/a	Fallback by Subcategory	2	CA	No	03/05/2013		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.422558	No	INT-PROV OF SASK 5MR13
	M74155	Strip Bonds	2631391	88.995	88.995	CAD								n/a	Fallback by Subcategory	2	CA	No	03/05/2014		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.879597	No	INT-PROV OF SASK 5MR14
	M74163	Strip Bonds	2631391	71.182	71.182	CAD								n/a	Fallback by Subcategory	2	CA	No	03/05/2018		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.282277	No	INT-PROV OF SASK 5MR18
	M74148	Strip Bonds	2631391	99.566	99.566	CAD								n/a	Fallback by Subcategory	2	CA	No	09/05/2010		No	01/25/2010	0	n/a	0	Bond		0	n/a	0.713455	No	INT-PROV OF SASK 5SP10
	M74152	Strip Bonds	2631391	94.75	94.75	CAD								n/a	Fallback by Subcategory	2	CA	No	09/05/2012		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.086939	No	INT-PROV OF SASK 5SP12
	M74154	Strip Bonds	2631391	90.932	90.932	CAD								n/a	Fallback by Subcategory	2	CA	No	09/05/2013		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.667448	No	INT-PROV OF SASK 5SP13
	M74158	Strip Bonds	2631391	82.867	82.867	CAD								n/a	Fallback by Subcategory	2	CA	No	09/05/2015		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.406121	No	INT-PROV OF SASK 5SP15
	M73847	Strip Bonds	2631391	99.887	99.887	CAD								n/a	Fallback by Subcategory	2	CA	No	04/10/2010		No	01/25/2010	0	n/a	0	Bond		0	n/a	0.550555	No	INT-PROV OF SASK 10AP10
	M73849	Strip Bonds	2631391	98.723	98.723	CAD								n/a	Fallback by Subcategory	2	CA	No	04/10/2011		No	01/25/2010	0	n/a	0	Bond		0	n/a	1.071855	No	INT-PROV OF SASK 10AP11
	M73851	Strip Bonds	2631391	96.151	96.151	CAD								n/a	Fallback by Subcategory	2	CA	No	04/10/2012		No	01/25/2010	0	n/a	0	Bond		0	n/a	1.795603	No	INT-PROV OF SASK 10AP12
	M73848	Strip Bonds	2631391	99.461	99.461	CAD								n/a	Fallback by Subcategory	2	CA	No	10/10/2010		No	01/25/2010	0	n/a	0	Bond		0	n/a	0.766671	No	INT-PROV OF SASK 10OC10
	M73854	Strip Bonds	2631391	90.59	90.59	CAD								n/a	Fallback by Subcategory	2	CA	No	10/10/2013		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.701904	No	INT-PROV OF SASK 10OC13
	M74104	Strip Bonds	2631391	99.804	99.804	CAD								n/a	Fallback by Subcategory	2	CA	No	05/30/2010		No	01/25/2010	0	n/a	0	Bond		0	n/a	0.573444	No	INT-PROV OF SASK 30MY10
	M74586	Strip Bonds	2631391	87.958	87.958	CAD								n/a	Fallback by Subcategory	2	CA	No	05/30/2014		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.998877	No	INT-PROV OF SASK 30MY14
	M74105	Strip Bonds	2631391	99.296	99.296	CAD								n/a	Fallback by Subcategory	2	CA	No	11/30/2010		No	01/25/2010	0	n/a	0	Bond		0	n/a	0.837482	No	INT-PROV OF SASK 30NV10
	M74602	Strip Bonds	2631391	54.57	54.57	CAD								n/a	Fallback by Subcategory	2	CA	No	11/30/2022		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.827678	No	INT-PROV OF SASK 30NV22
	M86292	Strip Bonds	2631381	96.956	96.956	CAD								n/a	Fallback by Subcategory	2	CA	No	01/16/2012		No	01/25/2010	0	n/a	0	Bond		0	n/a	1.577249	No	INT-PROV QUE NX7 16JA12
	M86296	Strip Bonds: Provincials	2631381	89.582	89.582	CAD								n/a	Fallback by Subcategory	2	CA	No	01/16/2014		No	01/25/2010	0	n/a	0	Bond		0	n/a	2.786834	No	INT-PROV QUE NX7 16JA14
	M22410	Strip Bonds	2631381	81.178	81.178	CAD								n/a	Fallback by Subcategory	2	CA	No	01/16/2016		No	01/25/2010	0	n/a	0	Bond		0	n/a	3.551381	No	INT-PROV QUE NX7 16JA16
	M86304	Strip Bonds	2631381	71.789	71.789	CAD								n/a	Fallback by Subcategory	2	CA	No	01/16/2018		No	01/25/2010	0	n/a	0	Bond		0	n/a	4.243357	No	INT-PROV QUE NX7 16JA18
	M86251	Strip Bonds	2631381	52.195	52.195	CAD								n/a	Fallback by Subcategory	2	CA	No	01/16/2023		No	01/25/2010	0	n/a	0	Bond		0	n/a	5.138586	No	INT-PROV QUE NX7 16JA23
