Symbole	Titre	Sous-catégorie	Type	Acheteur	Vendeur	Devise prix	yo	locomotive	Livre F	Franco	coucou	cheval F	CHECKBOX	Région	Non rachetable	Montant subséquent	Montant initial	Intérêt	Instrument financier	Fréquence	Échéance	Dividende	Date de dividende	Bourse	RM (%)	Rend. éché. - Marché (%)	Exclu de la facturation	Description
MCO	452101	Actions ordinaires	315	"26,340"	"26,350"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,100"	2009-11-18	NYS	"1,52"		Non	MOODY'S CORP
	V70038	Obligations (autres)	2606000	"106,552"	"106,552"	USD								US	Non	n/d	n/d	"6,750"	Obligation	2	2011-04-15	"0,000"			"6,33"	"1,315,427"	Non	MORG ST WIT 6.75% 15AV11
APF	454139	Fonds à capitalisation fermée: Actions	3308015	"14,540"	"14,570"	USD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	2		"0,000"	2008-06-26	NYS	"0,00"		Non	MORG STAN ASIA-PAC FUND
MSD	454132	Actions ordinaires	3308015	"10,090"	"10,120"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,082"	2010-01-25	NYS	"3,26"		Non	MORG STAN EMG MKTS DBT FD
MSF	454126	Actions ordinaires	3308015	"13,390"	"13,440"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	1		"0,187"	2009-12-22	NYS	"1,39"		Non	MORG STAN EMG MKTS FND
	454072	Actions ordinaires	330	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	MORGAN FINANCIAL CORP
MS	454152	Actions ordinaires	315	"27,710"	"27,720"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,050"	2010-01-27	NYS	"0,72"		Non	MORGAN STANLEY
MRT.UN	453885	Société de placement immobilier	3308001	"12,890"	"12,950"	CAD								CA	Non	n/d	n/d	"0,000"	Action	12		"0,075"	2010-01-27	TSE	"6,98"		Non	MORGUARD RL/EST INV T/U
	Q47650	Obligations municipales & para-gouvernementales	2601411	"101,439"	"101,439"	CAD								CA	Non	n/d	n/d	"4,000"	Obligation	2	2011-01-18	"0,000"			"3,94"	"2,504,880"	Non	MORIN HGTS BM 4% 18JA11
MSI.UN	453479	Fiducies de redevances	3308001	"9,950"	"9,960"	CAD								CA	Non	n/d	n/d	"0,000"	Action	12		"0,079"	2010-01-27	TSE	"9,48"		Non	MORNEAU SOBECO INCM PAR
MF.UN	454716	Fiducies de redevances	3308001	"4,760"	"5,140"	CAD								CA	Non	n/d	n/d	"0,000"	Action	12	2013-04-30	"0,020"	2007-02-26	TSE	"0,00"		Non	MORTGAGE-BACKED SEC T/U
MII	454942	Actions ordinaires	315	"42,250"	"42,250"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,150"		NY	"0,00"		Non	MORTON INTL INC
	454943	Actions ordinaires	330	"39,000"	"39,000"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,130"			"1,33"		Non	MORTON INTL INC NEW *
MOS	454909	Actions ordinaires	315	"58,770"	"58,810"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,050"	2010-02-02	NYS	"0,34"		Non	MOSAIC CO
MOAGF	454868	Actions ordinaires	330	"0,000"	"0,000"	USD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non	MOSAIC GROUP INC
	454862	Actions ordinaires	330	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	MOSAIC TECHNOLOGIES CORP
MSD	454765	Actions ordinaires	330	"21,380"	"21,730"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,250"	2010-01-05	TSE	"4,67"		Non	MOSAID TECHS INC
	454878	Actions ordinaires	330	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	MOTION WORKS GRP LTD
	454957	Actions ordinaires	330	"16,000"	"16,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,125"		T	"0,00"		Non	MOTOR COACH INDS LTD
MOT	454892	Actions ordinaires	315	"7,170"	"7,180"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,050"	2008-12-11	NYS	"2,79"		Non	MOTOROLA INC
MTLQQ	454992	Actions ordinaires	315	"0,000"	"0,000"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non	MOTORS LIQUIDATION CO
MVAC	455015	Actions ordinaires	330	"1,750"	"2,125"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		XY	n/d		Non	MOTORVAC TECHNOLOGIES INC
MPV	456242	Actions ordinaires	330	"2,400"	"2,480"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non	MOUNTAIN PROVINCE DIAMOND
MOV	456398	Actions ordinaires	315	"11,190"	"11,200"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,050"	2009-01-22	NYS	"1,78"		Non	MOVADO GROUP INC
FLM.UN	456421	Fiducies de redevances	3308001	"10,030"	"10,050"	CAD								CA	Non	n/d	n/d	"0,000"	Action	12		"0,096"	2007-07-27	TSE	"0,00"		Non	MOVIE DISTRIB INCM FD T/*
MXE	456542	Actions ordinaires	330	"0,480"	"0,480"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		V	n/d		Non	MOXIE EXPL LTD
	Q20506	Obligations municipales & para-gouvernementales	2601411	"101,949"	"101,949"	CAD								CA	Non	n/d	n/d	"3,700"	Obligation	2	2012-02-03	"0,000"			"3,63"	"2,703,895"	Non	MRC ANT LAB BM 3.7% 3FV12
	Q36380	Obligations municipales & para-gouvernementales	2601411	"100,141"	"100,141"	CAD								CA	Non	n/d	n/d	"2,750"	Obligation	2	2010-03-11	"0,000"			"2,75"	"1,596,982"	Non	MRC AUTRAY BM 2.75%11MR10
	Q42505	Obligations municipales & para-gouvernementales	2601411	"100,677"	"100,677"	CAD								CA	Non	n/d	n/d	"3,700"	Obligation	2	2010-04-26	"0,000"			"3,68"	"0,976359"	Non	MRC COLL ICS 3.7% 26AV10
	Q20498	Obligations municipales & para-gouvernementales	2601411	"102,834"	"102,834"	CAD								CA	Non	n/d	n/d	"4,500"	Obligation	2	2011-08-16	"0,000"			"4,38"	"2,632,570"	Non	MRC DOM-ROY BM 4.5%16AU11
	Q35026	Obligations municipales & para-gouvernementales	2601411	"99,398"	"99,398"	CAD								CA	Non	n/d	n/d	"1,500"	Obligation	2	2011-09-04	"0,000"			"1,51"	"1,882,170"	Non	MRC HTE-C-N ICS 1.5%4SP11
	Q35027	Obligations municipales & para-gouvernementales	2601411	"99,586"	"99,586"	CAD								CA	Non	n/d	n/d	"2,250"	Obligation	2	2012-09-04	"0,000"			"2,26"	"2,414,488"	Non	MRC HTE-C-N ICS2.25%4SP12
	Q35099	Obligations municipales & para-gouvernementales	2601411	"100,131"	"100,131"	CAD								CA	Non	n/d	n/d	"3,900"	Obligation	2	2014-07-02	"0,000"			"3,89"	"3,867,071"	Non	MRC LAC STJ BM 3.9% 2JL14
	Q60570	Obligations municipales & para-gouvernementales	2601411	"100,148"	"100,148"	CAD								CA	Non	n/d	n/d	"2,500"	Obligation	2	2010-03-26	"0,000"			"2,50"	"1,591,413"	Non	MRC LAURENT BM 2.5%26MR10
	Q20479	Obligations municipales & para-gouvernementales	2601411	"100,787"	"100,787"	CAD								CA	Non	n/d	n/d	"3,650"	Obligation	2	2010-05-11	"0,000"			"3,62"	"0,947696"	Non	MRC RIV-ND ICS3.65%11MI10
	Q42541	Obligations municipales & para-gouvernementales	2601411	"103,820"	"103,820"	CAD								CA	Non	n/d	n/d	"4,600"	Obligation	2	2013-06-26	"0,000"			"4,43"	"3,405,629"	Non	MRC SOURCES BM 4.6%26JN13
	Q26009	Obligations municipales & para-gouvernementales	2601411	"103,099"	"103,099"	CAD								CA	Non	n/d	n/d	"4,250"	Obligation	2	2012-05-16	"0,000"			"4,12"	"2,850,670"	Non	MRC ST-LAUR BM4.25%16MI12
	407964	Actions ordinaires	3308002	"30,910"	"30,910"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	MRF 2002 II LPU
	408119	Actions ordinaires	3308002	"22,460"	"22,460"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	MRF 2005 RESOURCE LPU
	408349	Actions ordinaires	3308002	"14,650"	"14,650"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	MRF 2006 RESOURCE LPU *
	408504	Actions ordinaires	3308002	"23,900"	"23,900"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	MRF 2008 RESOURCE LPU
	V61001	Obligations (autres)	2606000	"98,010"	"98,010"	USD								US	Non	n/d	n/d	"7,410"	Obligation	12	2012-01-23	"0,000"			"7,56"	"8,498,074"	Non	MRL LYCH-B CL7.41%23JA12M
MES	407735	Actions ordinaires	330	"0,500"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		V	n/d		Non	MSI ENERGY SERVICES INC
	454193	Actions ordinaires	3308002	"25,650"	"25,650"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	MSP 2005 RESOURCES LPU
	454383	Actions ordinaires	3308002	"14,608"	"14,608"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	MSP 2006 RESOURCES LPU
	454396	Actions ordinaires	3308002	"6,693"	"6,693"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	MSP 2007 RESOURCES LPU *
	Q47834	Obligations municipales & para-gouvernementales	2601411	"101,112"	"101,112"	CAD								CA	Non	n/d	n/d	"2,750"	Obligation	2	2010-12-03	"0,000"			"2,72"	"1,434,642"	Non	MT-ST-HILA ICS 2.75%3DC10
	Q47629	Obligations municipales & para-gouvernementales	2601411	"98,814"	"98,814"	CAD								CA	Non	n/d	n/d	"3,100"	Obligation	2	2014-12-01	"0,000"			"3,14"	"3,366,532"	Non	MT-ST-HILA ICS 3.1% 1DC14
	Q47615	Obligations municipales & para-gouvernementales	2601411	"104,172"	"104,172"	CAD								CA	Non	n/d	n/d	"4,100"	Obligation	2	2012-12-07	"0,000"			"3,94"	"2,579,230"	Non	MT-ST-HILA ICS 4.1% 7DC12
MTG401	952000	Fonds d'actions canadiennes	3807150	"9,340"	"9,340"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,426"	2007-12-27		"4,56"		Non	MTG ACT CDN /N
MTG403	935609	Fonds d'actions internationales	3807300	"7,890"	"7,890"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,051"	2007-12-31		"0,65"		Non	MTG ACT INTL-ADV /N
MTG402	952001	Fonds d'actions globales	3807500	"8,630"	"8,630"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	MTG ACT MDL /N
MTG502	952017	Fonds d'actions globales	3807500	"8,630"	"8,630"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	MTG ACT MDL /S/N
MTG202	952014	Fonds d'actions globales	3807500	"8,630"	"8,630"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	MTG ACT MDL /FR2/N
MTG515	952044	Fonds d'actions globales	3807520	"9,230"	"9,230"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,312"	2007-12-27		n/d		Non	MTG ACT PTF /S/N
MTG411	952002	Fonds d'obligations canadiennes et fonds à revenu	3807703	"10,320"	"10,320"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	4		"0,124"	2009-12-29		"4,81"		Non	MTG CON INVS PTF /N
MTG214	952038	Fonds de placement équilibré	3807720	"9,600"	"9,600"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	4		"0,036"	2009-12-31		"1,50"		Non	MTG CROI PTF/FR2/S/N
MTG414	952005	Fonds de placement équilibré	3807720	"9,600"	"9,600"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	4		"0,036"	2009-12-31		"1,50"		Non	MTG CRS PTF /SF/N
MTG413	952004	Fonds de placement équilibré	3807720	"9,960"	"9,960"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,067"	2009-12-31		"0,67"		Non	MTG EQL INV PTF /N
MTG513	952034	Fonds de placement équilibré	3807720	"9,960"	"9,960"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,067"	2009-12-31		"0,67"		Non	MTG INVS EQL PTF/S/N
MTG412	952003	Fonds d'obligations canadiennes et fonds à revenu	3807703	"10,200"	"10,200"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	4		"0,113"	2009-12-29		"4,44"		Non	MTG MOD INVS PTF /N
MTG415	952007	Fonds d'actions globales	3807520	"9,230"	"9,230"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,312"	2007-12-27		n/d		Non	MTG PTF ACTN /N
MTG525	952030	Fonds d'actions canadiennes	3807155	"7,460"	"7,460"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,044"	2010-01-25		"7,05"		Non	MTG REV ACT PTF /S/N
MTG421	952008	Fonds d'obligations canadiennes et fonds à revenu	3807703	"9,250"	"9,250"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,038"	2010-01-25		"4,98"		Non	MTG REV CON PTF /N
MTG524	952026	Fonds de placement équilibré	3807720	"8,100"	"8,100"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,044"	2010-01-25		"6,53"		Non	MTG REV CRS PTF /S/N
MTG423	952010	Fonds de placement équilibré	3807720	"8,510"	"8,510"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,043"	2010-01-25		"6,02"		Non	MTG REV EQL PTF /N
MTG523	952058	Fonds de placement équilibré	3807720	"8,510"	"8,510"	CAD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	12		"0,043"	2010-01-25		"6,02"		Non	MTG REV EQL PTF /S/N
	V80172	Certificats de dépôt	2203010	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"3,000"	Obligation	1	2011-01-27	"0,000"			"3,00"	"3,000,000"	Non	MTL CPG 3% 27JA11A
	V80482	Certificats de dépôt	2203010	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"3,400"	Obligation	1	2012-03-02	"0,000"			"3,40"	"3,400,000"	Non	MTL CPG 3.4% 2MR12A
	V77441	Certificats de dépôt	2203010	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"4,400"	Obligation	1	2013-09-12	"0,000"			"4,40"	"4,400,000"	Non	MTL CPG 4.4% 12SP13A
	V77481	Certificats de dépôt	2203010	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"4,400"	Obligation	1	2013-09-16	"0,000"			"4,40"	"4,400,000"	Non	MTL CPG 4.4% 16SP13A
	V78112	Certificats de dépôt	2203010	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"4,500"	Obligation	1	2013-10-08	"0,000"			"4,50"	"4,500,000"	Non	MTL CPG 4.5% 8OC13A
	V78614	Certificats de dépôt	2203010	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"4,500"	Obligation	1	2013-05-13	"0,000"			"4,50"	"4,500,000"	Non	MTL CPG 4.5% 13MI13A
	V78295	Certificats de dépôt	2203010	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"4,500"	Obligation	1	2012-04-18	"0,000"			"4,50"	"4,500,000"	Non	MTL CPG 4.5% 18AV12A
	V79639	Certificats de dépôt	2203010	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"4,600"	Obligation	1	2013-12-02	"0,000"			"4,60"	"4,600,000"	Non	MTL CPG 4.6% 2DC13A
	V78255	Certificats de dépôt	2203010	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"4,600"	Obligation	1	2013-04-16	"0,000"			"4,60"	"4,600,000"	Non	MTL CPG 4.6% 16AV13A
	V79575	Certificats de dépôt	2203010	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"4,600"	Obligation	1	2013-11-26	"0,000"			"4,60"	"4,600,000"	Non	MTL CPG 4.6% 26NV13A
	V78366	Certificats de dépôt	2203010	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"4,700"	Obligation	1	2013-04-23	"0,000"			"4,70"	"4,700,000"	Non	MTL CPG 4.7% 23AV13A
	V76750	Certificats de dépôt	2203010	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"4,800"	Obligation	1	2010-08-17	"0,000"			"4,80"	"4,800,000"	Non	MTL CPG 4.8% 17AU10A
	V77445	Certificats de dépôt	2203010	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"4,800"	Obligation	1	2010-12-21	"0,000"			"4,80"	"4,800,000"	Non	MTL CPG 4.8% 21DC10A
	V79550	Certificats de dépôt	2203010	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"4,050"	Obligation	1	2010-09-02	"0,000"			"4,05"	"4,050,000"	Non	MTL CPG 4.05% 2SP10A
	V77599	Certificats de dépôt	2203010	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"4,150"	Obligation	1	2011-09-19	"0,000"			"4,15"	"4,150,000"	Non	MTL CPG 4.15% 19SP11A
	V68093	Certificats de dépôt	2203010	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"4,300"	Obligation	1	2011-08-30	"0,000"			"4,30"	"4,300,000"	Non	MTL CPG 4.3% 30AU11A
	V79637	Certificats de dépôt	2203010	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"4,450"	Obligation	1	2012-12-03	"0,000"			"4,45"	"4,450,000"	Non	MTL CPG 4.45% 3DC12A
	V79427	Certificats de dépôt	2203010	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"4,450"	Obligation	1	2013-08-20	"0,000"			"4,45"	"4,450,000"	Non	MTL CPG 4.45% 20AU13A
	V79588	Certificats de dépôt (intérêts composés)	2203010	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"4,500"	Obligation	1	2012-11-27	"0,000"			"4,50"	"4,500,000"	Non	MTL CPG 4.5% 27NV12CA
	V77668	Certificats de dépôt	2203010	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"4,550"	Obligation	1	2013-01-24	"0,000"			"4,55"	"4,550,000"	Non	MTL CPG 4.55% 24JA13A
	V79157	Certificats de dépôt	2203010	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"4,550"	Obligation	1	2011-07-25	"0,000"			"4,55"	"4,550,000"	Non	MTL CPG 4.55% 25JL11A
	V78181	Certificats de dépôt	2203010	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"4,600"	Obligation	1	2013-04-10	"0,000"			"4,60"	"4,600,000"	Non	MTL CPG 4.6% 10AV13A
	V76708	Certificats de dépôt	2203010	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"4,950"	Obligation	1	2012-12-20	"0,000"			"4,95"	"4,950,000"	Non	MTL CPG 4.95% 20DC12A
	V79560	Certificats de dépôt (intérêts composés)	2203010	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"4,450"	Obligation	1	2013-09-03	"0,000"			"4,45"	"4,450,000"	Non	MTL CPG 4.45% 3SP13CA
	V79123	Certificats de dépôt (intérêts composés)	2203010	"100,000"	"100,000"	CAD								CA	Non	n/d	n/d	"4,650"	Obligation	1	2012-07-23	"0,000"			"4,65"	"4,650,000"	Non	MTL CPG 4.65% 23JL12CA
MTNOY	455130	Actions ordinaires	3308000	"0,000"	"0,000"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	1		"0,197"	2009-04-01	NAS	"1,36"		Non	MTN GROUP LTD SPONS ADR
MURGY	456821	Actions ordinaires	3308000	"0,000"	"0,000"	USD								DE	Non	n/d	n/d	"0,000"	Action	0		"0,722"	2009-04-20	NAS	n/d		Non	MUENCHENER RUECK UNSP/ADR
MTL.UN	456834	Fiducies de redevances	3308001	"12,650"	"12,750"	CAD								CA	Non	n/d	n/d	"0,000"	Action	12		"0,075"	2009-03-27	TSE	"7,06"		Non	MULLEN GROUP INCM FD T/U*
MST.UN	456979	Fiducies de redevances	3308001	"4,320"	"4,490"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,064"	2008-11-11	TSE	n/d		Non	MULTI SEL INCM TR CAP UN
MST.PR.A	456971	Actions privilégiées structurées	3108005	"10,010"	"10,080"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,163"	2009-03-27	TSE	"6,49"		Non	MULTI SELECT INCM TR PFD
MMN.UN	456874	Actions ordinaires	3308002	"0,440"	"0,510"	CAD								CA	Non	n/d	n/d	"0,000"	Action	4		"0,028"	2009-12-29	TSE	"22,20"		Non	MULTI-MANAGER 1 LPU
	456780	Actions ordinaires	3308009	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"			n/d		Non	MULTIMETRO MTG NANAIMO-SH
PRC.UN	456907	Fiducies de redevances	3308001	"19,950"	"20,180"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non	MULVIHILL PR-AMS 100+ T/U
SPL.A	456916	Actions ordinaires	3308005	"7,400"	"7,970"	CAD								CA	Non	n/d	n/d	"0,000"	Action	12		"0,054"	2008-09-11	TSE	"8,64"		Non	MULVIHILL PRO-AMS RSP-A
SPL.B	456917	Actions ordinaires	3308005	"18,050"	"18,480"	CAD								CA	Non	n/d	n/d	"0,000"	Action	12		"0,060"	2004-12-14	TSE	"0,00"		Non	MULVIHILL PRO-AMS RSP-B
	C19732	Obligations municipales & para-gouvernementales	2601415	"108,694"	"108,694"	CAD								CA	Non	n/d	n/d	"4,900"	Obligation	2	2014-12-02	"0,000"			"4,51"	"2,962,133"	Non	MUN FIN B.C. 4.9% 2DC14
	V73188	Obligations (autres)	2606000	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"5,800"	Obligation	2	2013-05-15	"0,000"			n/d	n/d	Non	MUT LIFE CB-08 5.8%15MI1*
	V73189	Obligations corporatives	2606000	"105,447"	"105,447"	CAD								CA	Non	n/d	n/d	"6,300"	Obligation	2	2028-05-15	"0,000"			"5,97"	"5,811,698"	Non	MUT VIE CDA CB 6.3%15MY28
MUA.T	458338	Actions ordinaires	330	"0,035"	"0,060"	CAD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"	2003-07-02	V	n/d		Non	MUTAPA COPPER &COBALT IN*
TML180	973525	Fonds d'actions globales	3807500	"11,960"	"11,960"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,119"	2009-12-18		"1,00"		Non	MUTUAL DECOUV /N
TML370	973537	Fonds d'actions globales	3807500	"13,750"	"13,750"	CAD								ZZ	Non	n/d	n/d	"0,000"	Fonds d'investissement	1		"0,729"	2008-01-11		"5,30"		Non	MUTUAL DECOUV CC /N
TML183	973527	Fonds d'actions globales	3807500	"11,300"	"11,300"	USD								CA	Non	n/d	n/d	"0,000"	Fonds d'investissement	0		"0,000"			n/d		Non	MUTUAL DISCOV U$/S/N
MYF.UN	458583	Fiducies de redevances	3308001	"14,240"	"14,380"	CAD								CA	Non	n/d	n/d	"0,000"	Action	12		"0,110"	2006-01-27	TSE	"0,00"		Non	MYDAS FUND T/U *
MYL	458610	Actions ordinaires	315	"17,690"	"17,700"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,060"	2007-06-27	NYS	"1,36"		Non	MYLAN INC
MYTNQ	458937	Actions ordinaires	330	"0,000"	"0,000"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non	MYTURN.COM INC
	V61135	Obligations (autres)	2606000	"101,291"	"101,291"	CAD								CA	Non	n/d	n/d	"6,435"	Obligation	12	2012-01-15	"0,000"			"6,35"	"5,741,234"	Non	N-45 TACHC-B6.435%15JA12M
	V61136	Obligations (autres)	2606000	"101,640"	"101,640"	CAD								CA	Non	n/d	n/d	"6,858"	Obligation	12	2012-01-15	"0,000"			"6,75"	"5,974,642"	Non	N-45 TACHC-C6.858%15JA12M
	B15181	Obligations provinciales	2601351	"0,000"	"0,000"	CAD								CA	Non	n/d	n/d	"5,150"	Obligation	12	2013-05-15	"0,000"			n/d	n/d	Non	N.S. RED S/U5.15%15MY13M*
	V61248	Titres hypothécaires LNH	2956000	"100,407"	"100,407"	CAD								CA	Non	n/d	n/d	"4,636"	Obligation	12	2013-03-15	"0,000"			"4,62"	"4,496,711"	Non	N45 CMBS-A2 4.636%15MR13M
	V61284	Titres hypothécaires LNH	2956000	"97,105"	"97,105"	CAD								CA	Non	n/d	n/d	"5,641"	Obligation	12	2012-12-15	"0,000"			"5,81"	"6,746,323"	Non	N45 CMBS-B 5.641% 15DC12M
	V61297	Obligations (autres)	2606000	"97,225"	"97,225"	CAD								CA	Non	n/d	n/d	"6,107"	Obligation	12	2012-12-15	"0,000"			"6,28"	"7,172,970"	Non	N45 CMBS-C 6.107% 15DC12M
	V61278	Obligations (autres)	2606000	"99,655"	"99,655"	CAD								CA	Non	n/d	n/d	"6,224"	Obligation	12	2013-11-15	"0,000"			"6,25"	"6,326,135"	Non	N45 CMBS-C 6.224% 15NV13M
	458763	Actions ordinaires	330	"35,875"	"35,875"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"	2002-06-24		n/d		Non	NABORS INDS INC *
NBR	458787	Actions ordinaires	315	"24,300"	"24,310"	USD								ZZ	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NYS	n/d		Non	NABORS INDUSTRIES LTD
NAE.UN	458694	Fiducies de redevances	3308001	"13,430"	"13,480"	CAD								CA	Non	n/d	n/d	"0,000"	Action	12		"0,090"	2010-01-20	TSE	"8,04"		Non	NAL OIL & GAS T/U
NAE.DB	V76761	Débentures convertibles	2756000	"107,000"	"108,000"	CAD								CA	Non	n/d	n/d	"6,750"	Obligation	2	2012-08-31	"0,000"		TSE	"6,31"	"3,883,474"	Non	NAL OIL CV 6.75% 31AU12
NAE.DB.A	V76762	Obligations (autres)	2756000	"105,000"	"106,500"	CAD								CA	Non	n/d	n/d	"6,250"	Obligation	1	2014-12-31	"0,000"		TSE	"5,95"	"4,955,100"	Non	NAL OIL&GAS CV6.25%31DC14
NLC	459179	Actions ordinaires	315	"24,540"	"24,580"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,035"	2009-12-14	NYS	"0,57"		Non	NALCO HLDG CO
NNGB	459414	Actions ordinaires	330	"0,000"	"0,000"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non	NANO GLOBAL INC
NNPP	459274	Actions ordinaires	330	"1,090"	"1,135"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non	NANO-PROPRIETARY INC *
NNOS	459276	Actions ordinaires	330	"0,000"	"0,000"	USD								US	Non	n/d	n/d	"0,000"	Action	0		"0,000"		NAS	n/d		Non	NANOSIGNAL CORP INC *
NIR	459298	Actions ordinaires	330	"0,000"	"0,000"	USD								CA	Non	n/d	n/d	"0,000"	Action	0		"0,000"		TSE	n/d		Non	NAPIER ENVIRONMENTAL TECH
NSHA	459586	Actions ordinaires	330	"8,160"	"8,930"	USD								US	Non	n/d	n/d	"0,000"	Action	4		"0,000"		NAS	"0,00"		Non	NASHUA CORPORATION *
