"Symbol"	"Security"	"Subcategory"	"Type"	"Bid"	"Ask"	"Cur. Price"	"Subsequent Amount"	"Region"	"Non-redeemable"	"Maturity"	"Market"	"Interest"	"Initial Amount"	"Frequency"	"Financial Instrument"	"Dividend Date"	"Dividend"	"MY (%)"	"YTM - Market (%)"	"Description"
""	"V49157"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"08/16/2010"	""	"4.800"	"n/a"	"1"	"Bond"	""	"0.000"	"4.80"	"4.800000"	"LB GIC 4.8% 16AG10A"
""	"V49761"	"Term Deposits (Compound Interest)"	"2202210"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"12/06/2010"	""	"4.800"	"n/a"	"1"	"Bond"	""	"0.000"	"4.80"	"4.800000"	"LB GIC 4.8% 6DC10CA"
""	"V49502"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"10/15/2010"	""	"4.850"	"n/a"	"1"	"Bond"	""	"0.000"	"4.85"	"4.850000"	"LB GIC 4.85% 15OC10A"
""	"V49849"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"12/11/2012"	""	"4.950"	"n/a"	"1"	"Bond"	""	"0.000"	"4.95"	"4.950000"	"LB GIC 4.95% 11DC12A"
""	"V48922"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"07/11/2012"	""	"5.070"	"n/a"	"1"	"Bond"	""	"0.000"	"5.07"	"5.070000"	"LB GIC 5.07% 11JL12A"
""	"V52269"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"12/01/2011"	""	"4.325"	"n/a"	"1"	"Bond"	""	"0.000"	"4.33"	"4.325000"	"LB GIC 4.325% 1DC11A"
""	"V52187"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"11/21/2011"	""	"4.325"	"n/a"	"1"	"Bond"	""	"0.000"	"4.33"	"4.325000"	"LB GIC 4.325% 21NV11A"
""	"V50149"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"01/07/2013"	""	"4.825"	"n/a"	"1"	"Bond"	""	"0.000"	"4.83"	"4.825000"	"LB GIC 4.825% 7JA13A"
""	"V49808"	"Term Deposits (Compound Interest)"	"2202210"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"12/06/2012"	""	"4.850"	"n/a"	"1"	"Bond"	""	"0.000"	"4.85"	"4.850000"	"LB GIC 4.85% 6DC12CA"
""	"V48775"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"06/18/2012"	""	"5.060"	"n/a"	"1"	"Bond"	""	"0.000"	"5.06"	"5.060000"	"LB GIC 5.06% 18JN12A"
""	"V46441"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"03/15/2011"	""	"4.350"	"n/a"	"1"	"Bond"	""	"0.000"	"4.35"	"4.350000"	"LB GIC 4.35% 15MR11A"
""	"V48751"	"Certificates of Deposit"	"2202210"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"06/14/2012"	""	"5.100"	"n/a"	"1"	"Bond"	""	"0.000"	"5.10"	"5.100000"	"LB GIC 5.1% 14JN12A"
""	"V38294"	"Bonds (other)"	"2602230"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"06/01/2011"	""	"6.500"	"n/a"	"2"	"Bond"	""	"0.000"	"6.50"	"6.491413"	"LB RD06 6.5% F/R 1JN11"
""	"V46119"	"Corporate Bonds"	"2602230"	"103.198"	"103.198"	"CAD"	"n/a"	"CA"	"No"	"01/25/2016"	""	"4.900"	"n/a"	"2"	"Bond"	""	"0.000"	"4.75"	"4.289802"	"LBC FX-11 4.9%-F/R 25JA16"
""	"267436"	"Common Stock"	"330"	"20.000"	"20.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.400"	"n/a"	""	"LE GROUPE FOREX CL-A MVS"
""	"267433"	"Common Stock"	"330"	"20.000"	"20.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.400"	"n/a"	""	"LE GROUPE FOREX CL-B SVS"
"LBIX"	"390257"	"Common Stock"	"330"	"0.330"	"0.340"	"USD"	"n/a"	"CA"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"LEADING BRANDS INC"
"LDIS"	"390258"	"Common Stock"	"330"	"0.000"	"0.000"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	"12/11/2009"	"0.950"	"n/a"	""	"LEADIS TECHNOLOGY INC"
"LT"	"390569"	"Common Stock"	"330"	"0.085"	"0.115"	"CAD"	"n/a"	"CA"	"No"	""	"TSX"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"LEARNSOFT CORP *"
"LGY.UN"	"391049"	"Real Estate Investment Trusts"	"3308001"	"12.580"	"12.600"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"4"	"Equity"	"09/12/2007"	"0.069"	"0.00"	""	"LEGACY HOTELS R-E INV T/*"
""	"391061"	"Common Stock"	"330"	"0.290"	"0.300"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"LEGACY STORAGE SYS INTL *"
"LEG"	"391052"	"Common Stock"	"315"	"20.240"	"20.260"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"12/11/2009"	"0.260"	"5.14"	""	"LEGGETT & PLATT INC"
"LEH"	"391150"	"Common Stock"	"315"	"0.000"	"0.000"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"08/07/2008"	"0.170"	"0.00"	""	"LEHMAN BROTHERS HLDGS INC"
"LTV"	"391660"	"Common Stock"	"330"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"LEITCH TECHNOLOGY CORP *"
"LEN"	"391987"	"Common Stock"	"315"	"14.700"	"14.710"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"01/22/2010"	"0.040"	"1.09"	""	"LENNAR CORP"
"LNVGY"	"392000"	"Common Stock"	"3308000"	"0.000"	"0.000"	"USD"	"n/a"	"ZZ"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	"11/17/2009"	"0.026"	"n/a"	""	"LENOVO GROUP LTD SPN ADR"
""	"V37950"	"Bonds (other)"	"2756000"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	"05/29/2006"	""	"7.250"	"n/a"	"2"	"Bond"	""	"0.000"	"n/a"	"n/a"	"LEROUX STL CV7.25%29MY06*"
"MTXPF"	"392481"	"Common Stock"	"330"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"LES ENTERPRISES MICROTEC*"
""	"392440"	"Common Stock"	"330"	"0.110"	"0.000"	"USD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"LES ORDINATEURS HYPOCRAT*"
"LVLT"	"392657"	"Common Stock"	"315"	"1.460"	"1.470"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"LEVEL 3 COMMUNICATIONS"
""	"392664"	"Common Stock"	"330"	"7.850"	"7.850"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"LEVESQUE BEAUBIEN SER E"
""	"Q43709"	"Municipal & Para-governmental Bonds"	"2601411"	"102.828"	"102.828"	"CAD"	"n/a"	"CA"	"No"	"04/04/2011"	""	"4.150"	"n/a"	"2"	"Bond"	""	"0.000"	"4.04"	"1.735918"	"LEVIS BEO 4.15% 4AP11"
""	"Q43683"	"Municipal & Para-governmental Bonds"	"2601411"	"103.285"	"103.285"	"CAD"	"n/a"	"CA"	"No"	"09/07/2015"	""	"4.250"	"n/a"	"2"	"Bond"	""	"0.000"	"4.11"	"3.597807"	"LEVIS BEO 4.25% 7SP15"
""	"Q70807"	"Municipal & Para-governmental Bonds"	"2601411"	"99.116"	"99.116"	"CAD"	"n/a"	"CA"	"No"	"12/08/2011"	""	"1.500"	"n/a"	"2"	"Bond"	""	"0.000"	"1.51"	"1.983973"	"LEVIS BEO 1.5% 8DC11"
""	"Q66672"	"Municipal & Para-governmental Bonds"	"2601411"	"103.984"	"103.984"	"CAD"	"n/a"	"CA"	"No"	"03/11/2012"	""	"4.050"	"n/a"	"2"	"Bond"	""	"0.000"	"3.89"	"2.121105"	"LEVIS BEO 4.05% 11MR12"
""	"Q67710"	"Municipal & Para-governmental Bonds"	"2601411"	"103.503"	"103.503"	"CAD"	"n/a"	"CA"	"No"	"12/28/2015"	""	"4.350"	"n/a"	"2"	"Bond"	""	"0.000"	"4.20"	"3.685780"	"LEVIS BEO 4.35% 28DC15"
""	"Q70107"	"Municipal & Para-governmental Bonds"	"2601411"	"100.291"	"100.291"	"CAD"	"n/a"	"CA"	"No"	"05/12/2014"	""	"3.250"	"n/a"	"2"	"Bond"	""	"0.000"	"3.24"	"3.176218"	"LEVIS BEO 3.25% 12MY14"
""	"Q69109"	"Municipal & Para-governmental Bonds"	"2601411"	"104.572"	"104.572"	"CAD"	"n/a"	"CA"	"No"	"12/28/2012"	""	"4.250"	"n/a"	"2"	"Bond"	""	"0.000"	"4.06"	"2.614528"	"LEVIS BEO 4.25% 28DC12"
""	"Q69113"	"Municipal & Para-governmental Bonds"	"2601411"	"103.975"	"103.975"	"CAD"	"n/a"	"CA"	"No"	"12/28/2016"	""	"4.650"	"n/a"	"2"	"Bond"	""	"0.000"	"4.47"	"3.986790"	"LEVIS BEO 4.65% 28DC16"
"LXK"	"393426"	"Common Stock"	"315"	"25.470"	"25.480"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"LEXMARK INTL INC"
""	"393444"	"Common Stock"	"330"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	"09/16/2003"	"0.000"	"n/a"	""	"LEXXOR ENERGY INC *"
""	"393433"	"Common Stock"	"330"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	"10/29/2001"	"0.000"	"n/a"	""	"LEXXOR ENERGY INC CL-A*"
"LPL"	"377707"	"Common Stock"	"3158000"	"17.540"	"17.560"	"USD"	"n/a"	"ZZ"	"No"	""	"NYS"	"0.000"	"n/a"	"0"	"Equity"	"12/29/2009"	"0.000"	"n/a"	""	"LG DISPLAY CO LTD SP/ADR"
""	"377743"	"Common Stock"	"330"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"1"	"Equity"	""	"0.040"	"n/a"	""	"LGS GROUP INC CL A SVS"
"LBRT"	"393958"	"Common Stock"	"330"	"0.193"	"0.200"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"4"	"Equity"	"03/31/2005"	"2.100"	"0.00"	""	"LIBERATE TECHNOLOGIES *"
"LBTYA"	"393799"	"Common Stock"	"315"	"25.430"	"25.450"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"LIBERTY GLOBAL INC-A"
"LBTYK"	"393818"	"Common Stock"	"315"	"25.080"	"25.120"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"LIBERTY GLOBAL SR-C"
"LINTA"	"392804"	"Common Stock"	"315"	"10.710"	"10.720"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"LIBERTY MED HLDGS INTER-A"
"L"	"393803"	"Common Stock"	"315"	"7.700"	"8.780"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"LIBERTY MEDIA CORP CL-A *"
"LMDIA"	"393856"	"Common Stock"	"330"	"35.900"	"35.910"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"LIBERTY MEDIA CORP W/I-A*"
"LCAPA"	"392802"	"Common Stock"	"315"	"23.730"	"23.750"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"LIBERTY MEDIA HLDGS SER-A"
""	"393809"	"Common Stock"	"315"	"44.370"	"44.320"	"USD"	"n/a"	"US"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"LIBERTY MEDIA INTL INC-A*"
"LBE"	"393816"	"Common Stock"	"330"	"0.240"	"0.260"	"CAD"	"n/a"	"CA"	"No"	""	"TSX"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"LIBERTY MINES INC"
"LBS"	"394086"	"Common Stock"	"3308005"	"8.900"	"9.110"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"12"	"Equity"	"01/27/2010"	"0.100"	"13.50"	""	"LIFE & BANC SPLIT CORP-A"
"LFPI"	"394135"	"Common Stock"	"330"	"0.000"	"0.000"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"LIFE POINT INC"
"LTM"	"394406"	"Common Stock"	"315"	"23.000"	"23.020"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"LIFE TIME FITNESS INC"
"LSC"	"393933"	"Miscellaneous"	"3308005"	"16.200"	"17.900"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"4"	"Other"	"01/20/2010"	"0.110"	"2.72"	""	"LIFECO SPLIT CORP INC"
"LSC.PR.A"	"393934"	"Preferred Shares"	"3108005"	"24.780"	"25.240"	"CAD"	"n/a"	"CA"	"No"	""	"T"	"0.000"	"n/a"	"4"	"Equity"	"07/27/2005"	"0.375"	"0.00"	""	"LIFECO SPLIT CORP-A-PFD"
"LSC.PR.C"	"393948"	"Split Preferred Shares"	"3108005"	"51.410"	"53.490"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"4"	"Equity"	"01/20/2010"	"0.512"	"3.98"	""	"LIFECO SPLIT CORP-C-PFD"
"LPNT"	"393930"	"Common Stock"	"315"	"30.600"	"30.630"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"LIFEPOINT HOSPITALS INC"
"LMGR"	"394914"	"Common Stock"	"330"	"0.000"	"0.000"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"LIGHT MANAGEMENT GRP INC"
""	"394961"	"Common Stock"	"330"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"LIMTECH LITHIUM INDS INC"
""	"394956"	"Common Stock"	"330"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	"01/21/2003"	"0.000"	"n/a"	""	"LIMTECH LITHIUM METAL TE*"
"LNR"	"394963"	"Common Stock"	"330"	"14.340"	"14.550"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"4"	"Equity"	"11/24/2009"	"0.030"	"0.83"	""	"LINAMAR CORPORATION"
"LLTC"	"395335"	"Common Stock"	"315"	"27.670"	"27.680"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"4"	"Equity"	"11/10/2009"	"0.220"	"3.18"	""	"LINEAR TECHNOLOGY CORP"
""	"395171"	"Common Stock"	"330"	"0.005"	"0.010"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	"05/31/2004"	"0.000"	"n/a"	""	"LINMOR INC *"
"LIOX"	"395446"	"Common Stock"	"330"	"2.370"	"2.380"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"LIONBRIDGE TECH INC"
"LIM"	"395468"	"Common Stock"	"330"	"0.000"	"0.000"	"USD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"LIONORE MINING INTL LTD *"
"LQW"	"395579"	"Common Stock"	"330"	"0.660"	"0.700"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"LIQUIDATION WORLD INC"
"LIQ.DB"	"V40434"	"Convertible Debentures"	"2756000"	"104.880"	"105.120"	"CAD"	"n/a"	"CA"	"No"	"12/31/2012"	"TSE"	"6.750"	"n/a"	"2"	"Bond"	""	"0.000"	"6.43"	"4.896175"	"LIQUOR ST CV 6.75% 31DC12"
"LIQ.UN"	"395585"	"Trust Units"	"3308001"	"15.700"	"15.760"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"12"	"Equity"	"01/27/2010"	"0.135"	"10.32"	""	"LIQUOR STORES INCM FD T/U"
""	"396092"	"Common Stock"	"330"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	"04/03/2000"	"0.000"	"n/a"	""	"LITHOS CORPORATION *"
"LIV.UN"	"396737"	"Trust Units"	"3308001"	"9.490"	"9.500"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"12"	"Equity"	"05/27/2009"	"0.042"	"0.00"	""	"LIVINGSTON INTL INCM T/U*"
"LIZ"	"396810"	"Common Stock"	"315"	"4.950"	"4.960"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"11/19/2008"	"0.056"	"0.00"	""	"LIZ CLAIBORNE INC"
"LRT"	"377667"	"Common Stock"	"330"	"0.000"	"0.000"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"12"	"Equity"	"10/03/2007"	"0.033"	"0.00"	""	"LL & E ROYALTY TR UNITS"
"LYG"	"399981"	"Common Stock"	"3158000"	"3.520"	"3.540"	"USD"	"n/a"	"GB"	"No"	""	"NYS"	"0.000"	"n/a"	"2"	"Equity"	"11/23/2009"	"1.449"	"82.78"	""	"LLOYDS BANKING GRP SP ADR"
""	"V42874"	"Corporate Bonds"	"2606000"	"99.223"	"99.223"	"CAD"	"n/a"	"CA"	"No"	"01/29/2035"	""	"6.150"	"n/a"	"2"	"Bond"	""	"0.000"	"6.20"	"6.211524"	"LOBLAW 144A 6.15% 29JA35"
""	"V41617"	"Corporate Bonds"	"2606000"	"104.916"	"104.916"	"CAD"	"n/a"	"CA"	"No"	"01/19/2011"	""	"6.500"	"n/a"	"2"	"Bond"	""	"0.000"	"6.20"	"1.447046"	"LOBLAW CO 6.5% 19JA11"
""	"V41601"	"Corporate Bonds"	"2606000"	"102.962"	"102.962"	"CAD"	"n/a"	"CA"	"No"	"01/22/2029"	""	"6.500"	"n/a"	"2"	"Bond"	""	"0.000"	"6.31"	"6.231721"	"LOBLAW CO 6.5% 22JA29"
"L.PR.A"	"397761"	"Retractable Preferred Shares"	"310"	"26.800"	"27.000"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"4"	"Equity"	"01/13/2010"	"0.372"	"5.52"	""	"LOBLAW CO 5.95% 2ND PFD-A"
""	"V41620"	"Corporate Bonds"	"2606000"	"118.061"	"118.061"	"CAD"	"n/a"	"CA"	"No"	"06/01/2016"	""	"7.100"	"n/a"	"2"	"Bond"	""	"0.000"	"6.01"	"3.863571"	"LOBLAW CO MTN 7.1% 1JN16"
"L"	"397364"	"Common Stock"	"315"	"35.480"	"35.710"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"4"	"Equity"	"12/11/2009"	"0.210"	"2.36"	""	"LOBLAW COMPANIES LTD"
""	"V41618"	"Bonds (other)"	"2606000"	"100.000"	"100.000"	"CAD"	"n/a"	"CA"	"No"	"06/02/2008"	""	"6.000"	"n/a"	"2"	"Bond"	""	"0.000"	"6.00"	"0.000000"	"LOBLAW MTN 144A 6% 2JN08"
""	"V41611"	"Corporate Bonds"	"2606000"	"104.446"	"104.446"	"CAD"	"n/a"	"CA"	"No"	"11/08/2027"	""	"6.650"	"n/a"	"2"	"Bond"	""	"0.000"	"6.37"	"6.231717"	"LOBLAW MTN CB 6.65% 8NV27"
""	"399788"	"Common Stock"	"330"	"0.000"	"0.000"	"USD"	"n/a"	"US"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"LOCH HARRIS INC"
""	"V45124"	"Linked Notes"	"2602245"	"101.050"	"101.050"	"CAD"	"n/a"	"CA"	"No"	"11/30/2013"	""	"0.000"	"n/a"	"1"	"Equity"	""	"0.000"	"0.00"	""	"LOCK'N PAY P/P 30NV13"
"LMT"	"399980"	"Common Stock"	"315"	"76.730"	"76.740"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"11/27/2009"	"0.630"	"3.28"	""	"LOCKHEED MARTIN CORP"
"LNET"	"400515"	"Common Stock"	"315"	"5.870"	"5.880"	"USD"	"n/a"	"US"	"No"	""	"NAS"	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"LODGENET INTERACTIVE CORP"
"L"	"400812"	"Common Stock"	"315"	"36.100"	"36.110"	"USD"	"n/a"	"US"	"No"	""	"NYS"	"0.000"	"n/a"	"4"	"Equity"	"11/25/2009"	"0.063"	"0.69"	""	"LOEW'S CORP"
""	"400700"	"Common Stock"	"330"	"0.000"	"0.000"	"USD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.200"	"n/a"	""	"LOEWEN GROUP INC *"
""	"400702"	"Preferred Shares"	"310"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"4"	"Equity"	""	"0.000"	"n/a"	""	"LOEWEN GRP 1ST PRF SER-C*"
""	"400725"	"Common Stock"	"330"	"0.000"	"0.000"	"CAD"	"n/a"	"US"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"LOEWS CINEPLEX ENTERTNMT"
"LGI"	"400908"	"Common Stock"	"330"	"21.750"	"22.000"	"CAD"	"n/a"	"CA"	"No"	""	"TSE"	"0.000"	"n/a"	"4"	"Equity"	""	"0.100"	"1.82"	""	"LOGIBEC GRPE INFORMATIQUE"
"LGX"	"400972"	"Common Stock"	"330"	"0.020"	"0.030"	"CAD"	"n/a"	"CA"	"No"	""	"V"	"0.000"	"n/a"	"0"	"Equity"	"11/25/2002"	"0.000"	"n/a"	""	"LOGIX ENTERPRISES INC *"
""	"401036"	"Common Stock"	"330"	"0.000"	"0.000"	"CAD"	"n/a"	"CA"	"No"	""	""	"0.000"	"n/a"	"0"	"Equity"	""	"0.000"	"n/a"	""	"LOH'S SINFULLY GD ICE CRM"
"LCE"	"402736"	"Common Stock"	"315"	"49.812"	"49.812"	"USD"	"n/a"	"US"	"No"	""	"NY"	"0.000"	"n/a"	"4"	"Equity"	"08/30/1999"	"0.050"	"0.00"	""	"LONE STAR IND INC - NEW"
""	"Q44046"	"Municipal & Para-governmental Bonds"	"2601411"	"99.423"	"99.423"	"CAD"	"n/a"	"CA"	"No"	"08/25/2011"	""	"1.500"	"n/a"	"2"	"Bond"	""	"0.000"	"1.51"	"1.871023"	"LONGUE-R BEO 1.5% 25AG11"
""	"Q44047"	"Municipal & Para-governmental Bonds"	"2601411"	"99.756"	"99.756"	"CAD"	"n/a"	"CA"	"No"	"08/25/2012"	""	"2.300"	"n/a"	"2"	"Bond"	""	"0.000"	"2.31"	"2.397553"	"LONGUE-R BEO 2.3% 25AG12"
""	"Q43996"	"Municipal & Para-governmental Bonds"	"2601411"	"103.339"	"103.339"	"CAD"	"n/a"	"CA"	"No"	"03/03/2019"	""	"5.000"	"n/a"	"2"	"Bond"	""	"0.000"	"4.84"	"4.547310"	"LONGUEUIL BEO 5% 3MR19"
""	"Q43965"	"Municipal & Para-governmental Bonds"	"2601411"	"103.576"	"103.576"	"CAD"	"n/a"	"CA"	"No"	"11/15/2011"	""	"4.000"	"n/a"	"2"	"Bond"	""	"0.000"	"3.86"	"1.971064"	"LONGUEUIL BEO 4% 15NV11"
""	"Q43933"	"Municipal & Para-governmental Bonds"	"2601411"	"99.991"	"99.991"	"CAD"	"n/a"	"CA"	"No"	"11/09/2008"	""	"3.400"	"n/a"	"2"	"Bond"	""	"0.000"	"3.40"	"0.000000"	"LONGUEUIL BEO 3.4% 9NV08"
""	"Q43936"	"Municipal & Para-governmental Bonds"	"2601411"	"103.208"	"103.208"	"CAD"	"n/a"	"CA"	"No"	"11/09/2011"	""	"3.800"	"n/a"	"2"	"Bond"	""	"0.000"	"3.68"	"1.963338"	"LONGUEUIL BEO 3.8% 9NV11"
""	"Q43928"	"Municipal & Para-governmental Bonds"	"2601411"	"104.415"	"104.415"	"CAD"	"n/a"	"CA"	"No"	"03/02/2013"	""	"4.200"	"n/a"	"2"	"Bond"	""	"0.000"	"4.02"	"2.704647"	"LONGUEUIL BEO 4.2% 2MR13"
""	"Q43856"	"Municipal & Para-governmental Bonds"	"2601411"	"101.371"	"101.371"	"CAD"	"n/a"	"CA"	"No"	"06/16/2010"	""	"4.500"	"n/a"	"2"	"Bond"	""	"0.000"	"4.44"	"0.967556"	"LONGUEUIL BEO 4.5%16JN10"
""	"Q43797"	"Municipal & Para-governmental Bonds"	"2601411"	"102.969"	"102.969"	"CAD"	"n/a"	"CA"	"No"	"11/05/2010"	""	"5.200"	"n/a"	"2"	"Bond"	""	"0.000"	"5.05"	"1.339662"	"LONGUEUIL BEO 5.2% 5NV10"
""	"Q43860"	"Municipal & Para-governmental Bonds"	"2601411"	"108.075"	"108.075"	"CAD"	"n/a"	"CA"	"No"	"06/16/2014"	""	"5.200"	"n/a"	"2"	"Bond"	""	"0.000"	"4.81"	"3.212313"	"LONGUEUIL BEO 5.2%16JN14"
""	"Q43799"	"Municipal & Para-governmental Bonds"	"2601411"	"107.915"	"107.915"	"CAD"	"n/a"	"CA"	"No"	"11/05/2012"	""	"5.500"	"n/a"	"2"	"Bond"	""	"0.000"	"5.10"	"2.528223"	"LONGUEUIL BEO 5.5% 5NV12"
